Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Cumulative lab-confirmed cases
York,E06000014,Upper tier local authority,2020-04-24,1.0,232
Worcestershire,E10000034,Upper tier local authority,2020-04-24,0.0,1021
Wolverhampton,E08000031,Upper tier local authority,2020-04-24,0.0,693
Wokingham,E06000041,Upper tier local authority,2020-04-24,1.0,325
Wirral,E08000015,Upper tier local authority,2020-04-24,0.0,901
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-24,0.0,219
Wiltshire,E06000054,Upper tier local authority,2020-04-24,0.0,385
Wigan,E08000010,Upper tier local authority,2020-04-24,0.0,549
Westminster,E09000033,Upper tier local authority,2020-04-24,0.0,573
West Sussex,E10000032,Upper tier local authority,2020-04-24,3.0,997
West Berkshire,E06000037,Upper tier local authority,2020-04-24,0.0,283
Warwickshire,E10000031,Upper tier local authority,2020-04-24,0.0,1008
Warrington,E06000007,Upper tier local authority,2020-04-24,0.0,533
Wandsworth,E09000032,Upper tier local authority,2020-04-24,0.0,883
Waltham Forest,E09000031,Upper tier local authority,2020-04-24,3.0,693
Walsall,E08000030,Upper tier local authority,2020-04-24,0.0,798
Wakefield,E08000036,Upper tier local authority,2020-04-24,0.0,461
Trafford,E08000009,Upper tier local authority,2020-04-24,0.0,534
Tower Hamlets,E09000030,Upper tier local authority,2020-04-24,0.0,586
Torbay,E06000027,Upper tier local authority,2020-04-24,0.0,182
Thurrock,E06000034,Upper tier local authority,2020-04-24,0.0,256
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-24,0.0,219
Tameside,E08000008,Upper tier local authority,2020-04-24,0.0,417
Swindon,E06000030,Upper tier local authority,2020-04-24,0.0,332
Sutton,E09000029,Upper tier local authority,2020-04-24,0.0,631
Surrey,E10000030,Upper tier local authority,2020-04-24,0.0,2333
Sunderland,E08000024,Upper tier local authority,2020-04-24,14.0,1066
Suffolk,E10000029,Upper tier local authority,2020-04-24,1.0,877
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-24,9.0,380
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-24,0.0,320
Stockport,E08000007,Upper tier local authority,2020-04-24,2.0,729
Staffordshire,E10000028,Upper tier local authority,2020-04-24,5.0,1506
St. Helens,E08000013,Upper tier local authority,2020-04-24,1.0,576
Southwark,E09000028,Upper tier local authority,2020-04-24,0.0,1142
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-24,0.0,275
Southampton,E06000045,Upper tier local authority,2020-04-24,1.0,429
South Tyneside,E08000023,Upper tier local authority,2020-04-24,11.0,464
South Gloucestershire,E06000025,Upper tier local authority,2020-04-24,0.0,312
Somerset,E10000027,Upper tier local authority,2020-04-24,0.0,428
Solihull,E08000029,Upper tier local authority,2020-04-24,0.0,496
Slough,E06000039,Upper tier local authority,2020-04-24,0.0,345
Shropshire,E06000051,Upper tier local authority,2020-04-24,0.0,409
Sheffield,E08000019,Upper tier local authority,2020-04-24,26.0,1901
Sefton,E08000014,Upper tier local authority,2020-04-24,1.0,739
Sandwell,E08000028,Upper tier local authority,2020-04-24,0.0,870
Salford,E08000006,Upper tier local authority,2020-04-24,0.0,528
Rutland,E06000017,Upper tier local authority,2020-04-24,0.0,18
Rotherham,E08000018,Upper tier local authority,2020-04-24,7.0,589
Rochdale,E08000005,Upper tier local authority,2020-04-24,0.0,395
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-24,0.0,352
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-24,0.0,269
Redbridge,E09000026,Upper tier local authority,2020-04-24,0.0,645
Reading,E06000038,Upper tier local authority,2020-04-24,0.0,410
Portsmouth,E06000044,Upper tier local authority,2020-04-24,0.0,260
Plymouth,E06000026,Upper tier local authority,2020-04-24,2.0,266
Peterborough,E06000031,Upper tier local authority,2020-04-24,0.0,188
Oxfordshire,E10000025,Upper tier local authority,2020-04-24,0.0,1369
Oldham,E08000004,Upper tier local authority,2020-04-24,0.0,549
Nottinghamshire,E10000024,Upper tier local authority,2020-04-24,1.0,993
Nottingham,E06000018,Upper tier local authority,2020-04-24,1.0,468
Northumberland,E06000057,Upper tier local authority,2020-04-24,0.0,692
Northamptonshire,E10000021,Upper tier local authority,2020-04-24,1.0,975
North Yorkshire,E10000023,Upper tier local authority,2020-04-24,3.0,776
North Tyneside,E08000022,Upper tier local authority,2020-04-24,0.0,429
North Somerset,E06000024,Upper tier local authority,2020-04-24,0.0,200
North Lincolnshire,E06000013,Upper tier local authority,2020-04-24,0.0,280
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-24,0.0,123
Norfolk,E10000020,Upper tier local authority,2020-04-24,0.0,1268
Newham,E09000025,Upper tier local authority,2020-04-24,2.0,922
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-24,1.0,811
Milton Keynes,E06000042,Upper tier local authority,2020-04-24,0.0,425
Middlesbrough,E06000002,Upper tier local authority,2020-04-24,0.0,472
Merton,E09000024,Upper tier local authority,2020-04-24,0.0,624
Medway,E06000035,Upper tier local authority,2020-04-24,0.0,574
Manchester,E08000003,Upper tier local authority,2020-04-24,1.0,976
Luton,E06000032,Upper tier local authority,2020-04-24,0.0,564
Liverpool,E08000012,Upper tier local authority,2020-04-24,0.0,1278
Lincolnshire,E10000019,Upper tier local authority,2020-04-24,0.0,748
Lewisham,E09000023,Upper tier local authority,2020-04-24,0.0,872
Leicestershire,E10000018,Upper tier local authority,2020-04-24,2.0,821
Leicester,E06000016,Upper tier local authority,2020-04-24,2.0,579
Leeds,E08000035,Upper tier local authority,2020-04-24,1.0,1171
Lancashire,E10000017,Upper tier local authority,2020-04-24,1.0,2461
Lambeth,E09000022,Upper tier local authority,2020-04-24,0.0,1087
Knowsley,E08000011,Upper tier local authority,2020-04-24,0.0,479
Kirklees,E08000034,Upper tier local authority,2020-04-24,3.0,484
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-24,0.0,416
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-24,0.0,355
Kent,E10000016,Upper tier local authority,2020-04-24,1.0,3126
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-24,0.0,447
Islington,E09000019,Upper tier local authority,2020-04-24,0.0,393
Isle of Wight,E06000046,Upper tier local authority,2020-04-24,0.0,86
Hounslow,E09000018,Upper tier local authority,2020-04-24,0.0,615
Hillingdon,E09000017,Upper tier local authority,2020-04-24,0.0,694
Hertfordshire,E10000015,Upper tier local authority,2020-04-24,2.0,2092
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-24,0.0,211
Havering,E09000016,Upper tier local authority,2020-04-24,0.0,605
Hartlepool,E06000001,Upper tier local authority,2020-04-24,0.0,149
Harrow,E09000015,Upper tier local authority,2020-04-24,1.0,854
Haringey,E09000014,Upper tier local authority,2020-04-24,0.0,521
Hampshire,E10000014,Upper tier local authority,2020-04-24,16.0,2519
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-24,0.0,551
Halton,E06000006,Upper tier local authority,2020-04-24,0.0,299
Hackney,E09000012,Upper tier local authority,2020-04-24,0.0,590
Greenwich,E09000011,Upper tier local authority,2020-04-24,0.0,602
Gloucestershire,E10000013,Upper tier local authority,2020-04-24,0.0,1084
Gateshead,E08000037,Upper tier local authority,2020-04-24,8.0,725
Essex,E10000012,Upper tier local authority,2020-04-24,0.0,2202
Enfield,E09000010,Upper tier local authority,2020-04-24,0.0,775
East Sussex,E10000011,Upper tier local authority,2020-04-24,4.0,499
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-24,3.0,452
Ealing,E09000009,Upper tier local authority,2020-04-24,0.0,993
Dudley,E08000027,Upper tier local authority,2020-04-24,0.0,661
Dorset,E06000059,Upper tier local authority,2020-04-24,0.0,287
Doncaster,E08000017,Upper tier local authority,2020-04-24,2.0,372
Devon,E10000008,Upper tier local authority,2020-04-24,2.0,629
Derbyshire,E10000007,Upper tier local authority,2020-04-24,1.0,1048
Derby,E06000015,Upper tier local authority,2020-04-24,0.0,440
Darlington,E06000005,Upper tier local authority,2020-04-24,0.0,223
Cumbria,E10000006,Upper tier local authority,2020-04-24,0.0,1675
Croydon,E09000008,Upper tier local authority,2020-04-24,0.0,1280
Coventry,E08000026,Upper tier local authority,2020-04-24,0.0,602
County Durham,E06000047,Upper tier local authority,2020-04-24,3.0,1152
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-24,2.0,454
City of London,E09000001,Upper tier local authority,2020-04-24,0.0,16
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-24,0.0,681
Cheshire East,E06000049,Upper tier local authority,2020-04-24,2.0,734
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-24,0.0,439
Camden,E09000007,Upper tier local authority,2020-04-24,0.0,549
Cambridgeshire,E10000003,Upper tier local authority,2020-04-24,0.0,638
Calderdale,E08000033,Upper tier local authority,2020-04-24,2.0,216
Bury,E08000002,Upper tier local authority,2020-04-24,0.0,396
Buckinghamshire,E10000002,Upper tier local authority,2020-04-24,0.0,730
Bromley,E09000006,Upper tier local authority,2020-04-24,0.0,968
"Bristol, City of",E06000023,Upper tier local authority,2020-04-24,6.0,559
Brighton and Hove,E06000043,Upper tier local authority,2020-04-24,0.0,339
Brent,E09000005,Upper tier local authority,2020-04-24,0.0,1298
Bradford,E08000032,Upper tier local authority,2020-04-24,6.0,703
Bracknell Forest,E06000036,Upper tier local authority,2020-04-24,0.0,185
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-24,0.0,385
Bolton,E08000001,Upper tier local authority,2020-04-24,0.0,659
Blackpool,E06000009,Upper tier local authority,2020-04-24,0.0,350
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-24,0.0,271
Birmingham,E08000025,Upper tier local authority,2020-04-24,1.0,2618
Bexley,E09000004,Upper tier local authority,2020-04-24,0.0,576
Bedford,E06000055,Upper tier local authority,2020-04-24,0.0,376
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-24,0.0,198
Barnsley,E08000016,Upper tier local authority,2020-04-24,6.0,544
Barnet,E09000003,Upper tier local authority,2020-04-24,0.0,1147
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-24,0.0,441
Yorkshire and The Humber,E12000003,Region,2020-04-24,60.0,8659
West Midlands,E12000005,Region,2020-04-24,15.0,11492
South West,E12000009,Region,2020-04-24,12.0,5701
South East,E12000008,Region,2020-04-24,26.0,15453
North West,E12000002,Region,2020-04-24,8.0,16709
North East,E12000001,Region,2020-04-24,37.0,6772
London,E12000007,Region,2020-04-24,6.0,23341
East of England,E12000006,Region,2020-04-24,3.0,9175
East Midlands,E12000004,Region,2020-04-24,8.0,6090
England,E92000001,Nation,2020-04-24,194.0,108051
York,E06000014,Upper tier local authority,2020-04-23,8.0,231
Worcestershire,E10000034,Upper tier local authority,2020-04-23,4.0,1021
Wolverhampton,E08000031,Upper tier local authority,2020-04-23,3.0,693
Wokingham,E06000041,Upper tier local authority,2020-04-23,3.0,324
Wirral,E08000015,Upper tier local authority,2020-04-23,1.0,901
Wiltshire,E06000054,Upper tier local authority,2020-04-23,8.0,385
Wigan,E08000010,Upper tier local authority,2020-04-23,12.0,549
West Sussex,E10000032,Upper tier local authority,2020-04-23,4.0,994
West Berkshire,E06000037,Upper tier local authority,2020-04-23,2.0,283
Warrington,E06000007,Upper tier local authority,2020-04-23,6.0,533
Wandsworth,E09000032,Upper tier local authority,2020-04-23,1.0,883
Waltham Forest,E09000031,Upper tier local authority,2020-04-23,7.0,690
Walsall,E08000030,Upper tier local authority,2020-04-23,3.0,798
Wakefield,E08000036,Upper tier local authority,2020-04-23,1.0,461
Trafford,E08000009,Upper tier local authority,2020-04-23,4.0,534
Tower Hamlets,E09000030,Upper tier local authority,2020-04-23,4.0,586
Torbay,E06000027,Upper tier local authority,2020-04-23,5.0,182
Thurrock,E06000034,Upper tier local authority,2020-04-23,1.0,256
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-23,1.0,219
Tameside,E08000008,Upper tier local authority,2020-04-23,1.0,417
Swindon,E06000030,Upper tier local authority,2020-04-23,9.0,332
Surrey,E10000030,Upper tier local authority,2020-04-23,3.0,2333
Sunderland,E08000024,Upper tier local authority,2020-04-23,17.0,1052
Suffolk,E10000029,Upper tier local authority,2020-04-23,9.0,876
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-23,19.0,371
Stockport,E08000007,Upper tier local authority,2020-04-23,2.0,727
Staffordshire,E10000028,Upper tier local authority,2020-04-23,37.0,1501
St. Helens,E08000013,Upper tier local authority,2020-04-23,19.0,575
Southwark,E09000028,Upper tier local authority,2020-04-23,3.0,1142
Southampton,E06000045,Upper tier local authority,2020-04-23,15.0,428
South Tyneside,E08000023,Upper tier local authority,2020-04-23,14.0,453
South Gloucestershire,E06000025,Upper tier local authority,2020-04-23,1.0,312
Somerset,E10000027,Upper tier local authority,2020-04-23,3.0,428
Slough,E06000039,Upper tier local authority,2020-04-23,1.0,345
Shropshire,E06000051,Upper tier local authority,2020-04-23,2.0,409
Sheffield,E08000019,Upper tier local authority,2020-04-23,14.0,1875
Sefton,E08000014,Upper tier local authority,2020-04-23,3.0,738
Sandwell,E08000028,Upper tier local authority,2020-04-23,8.0,870
Salford,E08000006,Upper tier local authority,2020-04-23,1.0,528
Rotherham,E08000018,Upper tier local authority,2020-04-23,7.0,582
Rochdale,E08000005,Upper tier local authority,2020-04-23,6.0,395
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-23,1.0,352
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-23,1.0,269
Redbridge,E09000026,Upper tier local authority,2020-04-23,3.0,645
Portsmouth,E06000044,Upper tier local authority,2020-04-23,1.0,260
Plymouth,E06000026,Upper tier local authority,2020-04-23,7.0,264
Oxfordshire,E10000025,Upper tier local authority,2020-04-23,3.0,1369
Oldham,E08000004,Upper tier local authority,2020-04-23,11.0,549
Nottinghamshire,E10000024,Upper tier local authority,2020-04-23,24.0,992
Nottingham,E06000018,Upper tier local authority,2020-04-23,11.0,467
Northumberland,E06000057,Upper tier local authority,2020-04-23,8.0,692
Northamptonshire,E10000021,Upper tier local authority,2020-04-23,3.0,974
North Yorkshire,E10000023,Upper tier local authority,2020-04-23,19.0,773
North Tyneside,E08000022,Upper tier local authority,2020-04-23,1.0,429
North Somerset,E06000024,Upper tier local authority,2020-04-23,8.0,200
North Lincolnshire,E06000013,Upper tier local authority,2020-04-23,14.0,280
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-23,7.0,123
Norfolk,E10000020,Upper tier local authority,2020-04-23,20.0,1268
Newham,E09000025,Upper tier local authority,2020-04-23,8.0,920
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-23,9.0,810
Middlesbrough,E06000002,Upper tier local authority,2020-04-23,1.0,472
Medway,E06000035,Upper tier local authority,2020-04-23,12.0,574
Manchester,E08000003,Upper tier local authority,2020-04-23,11.0,975
Liverpool,E08000012,Upper tier local authority,2020-04-23,7.0,1278
Lincolnshire,E10000019,Upper tier local authority,2020-04-23,8.0,748
Lewisham,E09000023,Upper tier local authority,2020-04-23,2.0,872
Leicestershire,E10000018,Upper tier local authority,2020-04-23,3.0,819
Leicester,E06000016,Upper tier local authority,2020-04-23,6.0,577
Leeds,E08000035,Upper tier local authority,2020-04-23,15.0,1170
Lancashire,E10000017,Upper tier local authority,2020-04-23,6.0,2460
Lambeth,E09000022,Upper tier local authority,2020-04-23,9.0,1087
Knowsley,E08000011,Upper tier local authority,2020-04-23,9.0,479
Kirklees,E08000034,Upper tier local authority,2020-04-23,4.0,481
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-23,9.0,355
Kent,E10000016,Upper tier local authority,2020-04-23,44.0,3125
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-23,2.0,447
Islington,E09000019,Upper tier local authority,2020-04-23,1.0,393
Isle of Wight,E06000046,Upper tier local authority,2020-04-23,4.0,86
Hounslow,E09000018,Upper tier local authority,2020-04-23,1.0,615
Hillingdon,E09000017,Upper tier local authority,2020-04-23,4.0,694
Hertfordshire,E10000015,Upper tier local authority,2020-04-23,21.0,2090
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-23,7.0,211
Havering,E09000016,Upper tier local authority,2020-04-23,2.0,605
Hartlepool,E06000001,Upper tier local authority,2020-04-23,1.0,149
Harrow,E09000015,Upper tier local authority,2020-04-23,7.0,853
Hampshire,E10000014,Upper tier local authority,2020-04-23,42.0,2503
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-23,9.0,551
Halton,E06000006,Upper tier local authority,2020-04-23,4.0,299
Hackney,E09000012,Upper tier local authority,2020-04-23,4.0,590
Greenwich,E09000011,Upper tier local authority,2020-04-23,2.0,602
Gloucestershire,E10000013,Upper tier local authority,2020-04-23,21.0,1084
Gateshead,E08000037,Upper tier local authority,2020-04-23,40.0,717
Essex,E10000012,Upper tier local authority,2020-04-23,13.0,2202
Enfield,E09000010,Upper tier local authority,2020-04-23,8.0,775
East Sussex,E10000011,Upper tier local authority,2020-04-23,5.0,495
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-23,11.0,449
Ealing,E09000009,Upper tier local authority,2020-04-23,3.0,993
Dudley,E08000027,Upper tier local authority,2020-04-23,3.0,661
Dorset,E06000059,Upper tier local authority,2020-04-23,12.0,287
Doncaster,E08000017,Upper tier local authority,2020-04-23,3.0,370
Devon,E10000008,Upper tier local authority,2020-04-23,22.0,627
Derbyshire,E10000007,Upper tier local authority,2020-04-23,3.0,1047
Derby,E06000015,Upper tier local authority,2020-04-23,3.0,440
Cumbria,E10000006,Upper tier local authority,2020-04-23,16.0,1675
Croydon,E09000008,Upper tier local authority,2020-04-23,2.0,1280
County Durham,E06000047,Upper tier local authority,2020-04-23,14.0,1149
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-23,12.0,452
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-23,5.0,681
Cheshire East,E06000049,Upper tier local authority,2020-04-23,21.0,732
Camden,E09000007,Upper tier local authority,2020-04-23,1.0,549
Calderdale,E08000033,Upper tier local authority,2020-04-23,4.0,214
Bury,E08000002,Upper tier local authority,2020-04-23,10.0,396
Buckinghamshire,E10000002,Upper tier local authority,2020-04-23,3.0,730
Bromley,E09000006,Upper tier local authority,2020-04-23,3.0,968
"Bristol, City of",E06000023,Upper tier local authority,2020-04-23,11.0,553
Brighton and Hove,E06000043,Upper tier local authority,2020-04-23,1.0,339
Brent,E09000005,Upper tier local authority,2020-04-23,5.0,1298
Bradford,E08000032,Upper tier local authority,2020-04-23,21.0,697
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-23,5.0,385
Blackpool,E06000009,Upper tier local authority,2020-04-23,1.0,350
Birmingham,E08000025,Upper tier local authority,2020-04-23,9.0,2617
Bexley,E09000004,Upper tier local authority,2020-04-23,1.0,576
Bedford,E06000055,Upper tier local authority,2020-04-23,2.0,376
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-23,6.0,198
Barnsley,E08000016,Upper tier local authority,2020-04-23,8.0,538
Barnet,E09000003,Upper tier local authority,2020-04-23,6.0,1147
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-23,2.0,441
Yorkshire and The Humber,E12000003,Region,2020-04-23,145.0,8599
West Midlands,E12000005,Region,2020-04-23,96.0,11477
South West,E12000009,Region,2020-04-23,130.0,5689
South East,E12000008,Region,2020-04-23,143.0,15427
North West,E12000002,Region,2020-04-23,156.0,16701
North East,E12000001,Region,2020-04-23,106.0,6735
London,E12000007,Region,2020-04-23,101.0,23335
East of England,E12000006,Region,2020-04-23,66.0,9172
East Midlands,E12000004,Region,2020-04-23,61.0,6082
England,E92000001,Nation,2020-04-23,1044.0,107857
York,E06000014,Upper tier local authority,2020-04-22,13.0,223
Worcestershire,E10000034,Upper tier local authority,2020-04-22,6.0,1017
Wolverhampton,E08000031,Upper tier local authority,2020-04-22,38.0,690
Wokingham,E06000041,Upper tier local authority,2020-04-22,11.0,321
Wirral,E08000015,Upper tier local authority,2020-04-22,26.0,900
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-22,1.0,219
Wiltshire,E06000054,Upper tier local authority,2020-04-22,8.0,377
Wigan,E08000010,Upper tier local authority,2020-04-22,13.0,537
Westminster,E09000033,Upper tier local authority,2020-04-22,1.0,573
West Sussex,E10000032,Upper tier local authority,2020-04-22,16.0,990
West Berkshire,E06000037,Upper tier local authority,2020-04-22,1.0,281
Warwickshire,E10000031,Upper tier local authority,2020-04-22,28.0,1008
Warrington,E06000007,Upper tier local authority,2020-04-22,12.0,527
Wandsworth,E09000032,Upper tier local authority,2020-04-22,3.0,882
Waltham Forest,E09000031,Upper tier local authority,2020-04-22,5.0,683
Walsall,E08000030,Upper tier local authority,2020-04-22,8.0,795
Wakefield,E08000036,Upper tier local authority,2020-04-22,11.0,460
Trafford,E08000009,Upper tier local authority,2020-04-22,10.0,530
Tower Hamlets,E09000030,Upper tier local authority,2020-04-22,5.0,582
Torbay,E06000027,Upper tier local authority,2020-04-22,9.0,177
Thurrock,E06000034,Upper tier local authority,2020-04-22,4.0,255
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-22,15.0,218
Tameside,E08000008,Upper tier local authority,2020-04-22,9.0,416
Swindon,E06000030,Upper tier local authority,2020-04-22,11.0,323
Sutton,E09000029,Upper tier local authority,2020-04-22,8.0,631
Surrey,E10000030,Upper tier local authority,2020-04-22,28.0,2330
Sunderland,E08000024,Upper tier local authority,2020-04-22,15.0,1035
Suffolk,E10000029,Upper tier local authority,2020-04-22,10.0,867
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-22,11.0,352
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-22,14.0,320
Stockport,E08000007,Upper tier local authority,2020-04-22,23.0,725
Staffordshire,E10000028,Upper tier local authority,2020-04-22,34.0,1464
St. Helens,E08000013,Upper tier local authority,2020-04-22,11.0,556
Southwark,E09000028,Upper tier local authority,2020-04-22,4.0,1139
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-22,2.0,275
Southampton,E06000045,Upper tier local authority,2020-04-22,15.0,413
South Tyneside,E08000023,Upper tier local authority,2020-04-22,19.0,439
South Gloucestershire,E06000025,Upper tier local authority,2020-04-22,5.0,311
Somerset,E10000027,Upper tier local authority,2020-04-22,16.0,425
Solihull,E08000029,Upper tier local authority,2020-04-22,8.0,496
Slough,E06000039,Upper tier local authority,2020-04-22,2.0,344
Shropshire,E06000051,Upper tier local authority,2020-04-22,9.0,407
Sheffield,E08000019,Upper tier local authority,2020-04-22,5.0,1861
Sefton,E08000014,Upper tier local authority,2020-04-22,19.0,735
Sandwell,E08000028,Upper tier local authority,2020-04-22,10.0,862
Salford,E08000006,Upper tier local authority,2020-04-22,11.0,527
Rutland,E06000017,Upper tier local authority,2020-04-22,5.0,18
Rotherham,E08000018,Upper tier local authority,2020-04-22,1.0,575
Rochdale,E08000005,Upper tier local authority,2020-04-22,11.0,389
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-22,1.0,351
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-22,12.0,268
Redbridge,E09000026,Upper tier local authority,2020-04-22,11.0,642
Reading,E06000038,Upper tier local authority,2020-04-22,1.0,410
Portsmouth,E06000044,Upper tier local authority,2020-04-22,15.0,259
Plymouth,E06000026,Upper tier local authority,2020-04-22,17.0,257
Peterborough,E06000031,Upper tier local authority,2020-04-22,7.0,188
Oxfordshire,E10000025,Upper tier local authority,2020-04-22,21.0,1366
Oldham,E08000004,Upper tier local authority,2020-04-22,12.0,538
Nottinghamshire,E10000024,Upper tier local authority,2020-04-22,15.0,968
Nottingham,E06000018,Upper tier local authority,2020-04-22,20.0,456
Northumberland,E06000057,Upper tier local authority,2020-04-22,13.0,684
Northamptonshire,E10000021,Upper tier local authority,2020-04-22,7.0,971
North Yorkshire,E10000023,Upper tier local authority,2020-04-22,22.0,754
North Tyneside,E08000022,Upper tier local authority,2020-04-22,15.0,428
North Somerset,E06000024,Upper tier local authority,2020-04-22,8.0,192
North Lincolnshire,E06000013,Upper tier local authority,2020-04-22,18.0,266
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-22,7.0,116
Norfolk,E10000020,Upper tier local authority,2020-04-22,68.0,1248
Newham,E09000025,Upper tier local authority,2020-04-22,13.0,912
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-22,18.0,801
Milton Keynes,E06000042,Upper tier local authority,2020-04-22,9.0,425
Middlesbrough,E06000002,Upper tier local authority,2020-04-22,22.0,471
Merton,E09000024,Upper tier local authority,2020-04-22,2.0,624
Medway,E06000035,Upper tier local authority,2020-04-22,6.0,562
Manchester,E08000003,Upper tier local authority,2020-04-22,19.0,964
Luton,E06000032,Upper tier local authority,2020-04-22,14.0,564
Liverpool,E08000012,Upper tier local authority,2020-04-22,21.0,1271
Lincolnshire,E10000019,Upper tier local authority,2020-04-22,20.0,740
Lewisham,E09000023,Upper tier local authority,2020-04-22,4.0,870
Leicestershire,E10000018,Upper tier local authority,2020-04-22,20.0,816
Leicester,E06000016,Upper tier local authority,2020-04-22,21.0,571
Leeds,E08000035,Upper tier local authority,2020-04-22,47.0,1155
Lancashire,E10000017,Upper tier local authority,2020-04-22,75.0,2454
Lambeth,E09000022,Upper tier local authority,2020-04-22,11.0,1078
Knowsley,E08000011,Upper tier local authority,2020-04-22,10.0,470
Kirklees,E08000034,Upper tier local authority,2020-04-22,8.0,477
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-22,5.0,416
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-22,25.0,346
Kent,E10000016,Upper tier local authority,2020-04-22,115.0,3081
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-22,16.0,445
Islington,E09000019,Upper tier local authority,2020-04-22,2.0,392
Isle of Wight,E06000046,Upper tier local authority,2020-04-22,3.0,82
Hounslow,E09000018,Upper tier local authority,2020-04-22,4.0,614
Hillingdon,E09000017,Upper tier local authority,2020-04-22,11.0,690
Hertfordshire,E10000015,Upper tier local authority,2020-04-22,32.0,2069
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-22,20.0,204
Havering,E09000016,Upper tier local authority,2020-04-22,10.0,603
Hartlepool,E06000001,Upper tier local authority,2020-04-22,9.0,148
Harrow,E09000015,Upper tier local authority,2020-04-22,11.0,846
Haringey,E09000014,Upper tier local authority,2020-04-22,4.0,521
Hampshire,E10000014,Upper tier local authority,2020-04-22,54.0,2461
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-22,20.0,542
Halton,E06000006,Upper tier local authority,2020-04-22,3.0,295
Hackney,E09000012,Upper tier local authority,2020-04-22,6.0,586
Greenwich,E09000011,Upper tier local authority,2020-04-22,10.0,600
Gloucestershire,E10000013,Upper tier local authority,2020-04-22,23.0,1063
Gateshead,E08000037,Upper tier local authority,2020-04-22,17.0,677
Essex,E10000012,Upper tier local authority,2020-04-22,42.0,2189
Enfield,E09000010,Upper tier local authority,2020-04-22,9.0,767
East Sussex,E10000011,Upper tier local authority,2020-04-22,8.0,490
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-22,12.0,438
Ealing,E09000009,Upper tier local authority,2020-04-22,8.0,990
Dudley,E08000027,Upper tier local authority,2020-04-22,4.0,658
Dorset,E06000059,Upper tier local authority,2020-04-22,6.0,275
Devon,E10000008,Upper tier local authority,2020-04-22,8.0,605
Derbyshire,E10000007,Upper tier local authority,2020-04-22,13.0,1044
Derby,E06000015,Upper tier local authority,2020-04-22,11.0,437
Darlington,E06000005,Upper tier local authority,2020-04-22,6.0,223
Cumbria,E10000006,Upper tier local authority,2020-04-22,36.0,1659
Croydon,E09000008,Upper tier local authority,2020-04-22,8.0,1278
