Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Previously reported daily cases,Change in daily cases,Cumulative lab-confirmed cases,Previously reported cumulative cases,Change in cumulative cases
Nottingham,E06000018,Upper tier local authority,2020-05-04,1.0,,,543,,
Rutland,E06000017,Upper tier local authority,2020-05-04,0.0,,,22,,
Leicester,E06000016,Upper tier local authority,2020-05-04,0.0,,,696,,
Derby,E06000015,Upper tier local authority,2020-05-04,0.0,,,508,,
York,E06000014,Upper tier local authority,2020-05-04,0.0,,,329,,
North Lincolnshire,E06000013,Upper tier local authority,2020-05-04,0.0,,,406,,
North East Lincolnshire,E06000012,Upper tier local authority,2020-05-04,0.0,,,137,,
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-05-04,2.0,,,660,,
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-05-04,0.0,,,509,,
Blackpool,E06000009,Upper tier local authority,2020-05-04,0.0,,,478,,
Blackburn with Darwen,E06000008,Upper tier local authority,2020-05-04,0.0,,,338,,
Warrington,E06000007,Upper tier local authority,2020-05-04,0.0,,,649,,
Halton,E06000006,Upper tier local authority,2020-05-04,0.0,,,333,,
Darlington,E06000005,Upper tier local authority,2020-05-04,0.0,,,303,,
Stockton-on-Tees,E06000004,Upper tier local authority,2020-05-04,0.0,,,374,,
Redcar and Cleveland,E06000003,Upper tier local authority,2020-05-04,0.0,,,333,,
Middlesbrough,E06000002,Upper tier local authority,2020-05-04,0.0,,,588,,
Hartlepool,E06000001,Upper tier local authority,2020-05-04,0.0,,,210,,
England,E92000001,Nation,2020-05-03,393.0,69.0,324.0,128096,126346.0,1750.0
South West,E12000009,Region,2020-05-03,40.0,,,6649,,
South East,E12000008,Region,2020-05-03,37.0,,,17982,,
London,E12000007,Region,2020-05-03,26.0,,,25236,,
East of England,E12000006,Region,2020-05-03,39.0,,,11239,,
West Midlands,E12000005,Region,2020-05-03,45.0,,,14011,,
East Midlands,E12000004,Region,2020-05-03,22.0,,,7205,,
Yorkshire and The Humber,E12000003,Region,2020-05-03,100.0,,,11264,,
North West,E12000002,Region,2020-05-03,40.0,,,20766,,
North East,E12000001,Region,2020-05-03,36.0,,,8318,,
Worcestershire,E10000034,Upper tier local authority,2020-05-03,1.0,,,1201,,
Warwickshire,E10000031,Upper tier local authority,2020-05-03,2.0,,,1241,,
Suffolk,E10000029,Upper tier local authority,2020-05-03,3.0,,,1139,,
Staffordshire,E10000028,Upper tier local authority,2020-05-03,11.0,,,1841,,
Somerset,E10000027,Upper tier local authority,2020-05-03,2.0,,,539,,
Nottinghamshire,E10000024,Upper tier local authority,2020-05-03,2.0,,,1164,,
North Yorkshire,E10000023,Upper tier local authority,2020-05-03,12.0,,,1051,,
Northamptonshire,E10000021,Upper tier local authority,2020-05-03,1.0,,,1064,,
Norfolk,E10000020,Upper tier local authority,2020-05-03,25.0,,,1697,,
Lincolnshire,E10000019,Upper tier local authority,2020-05-03,3.0,,,884,,
Leicestershire,E10000018,Upper tier local authority,2020-05-03,5.0,,,984,,
Lancashire,E10000017,Upper tier local authority,2020-05-03,4.0,,,2961,,
Kent,E10000016,Upper tier local authority,2020-05-03,9.0,,,3544,,
Hampshire,E10000014,Upper tier local authority,2020-05-03,10.0,,,2909,,
Gloucestershire,E10000013,Upper tier local authority,2020-05-03,6.0,,,1267,,
Essex,E10000012,Upper tier local authority,2020-05-03,7.0,,,2699,,
East Sussex,E10000011,Upper tier local authority,2020-05-03,7.0,,,610,,
Devon,E10000008,Upper tier local authority,2020-05-03,11.0,,,748,,
Derbyshire,E10000007,Upper tier local authority,2020-05-03,7.0,,,1341,,
Cumbria,E10000006,Upper tier local authority,2020-05-03,4.0,,,2007,,
Cambridgeshire,E10000003,Upper tier local authority,2020-05-03,2.0,,,827,,
Buckinghamshire,E10000002,Upper tier local authority,2020-05-03,2.0,,,859,,
Tower Hamlets,E09000030,Upper tier local authority,2020-05-03,2.0,,,607,,
Southwark,E09000028,Upper tier local authority,2020-05-03,2.0,,,1218,,
Richmond upon Thames,E09000027,Upper tier local authority,2020-05-03,1.0,,,384,,
Newham,E09000025,Upper tier local authority,2020-05-03,2.0,,,958,,
Lewisham,E09000023,Upper tier local authority,2020-05-03,2.0,,,938,,
Lambeth,E09000022,Upper tier local authority,2020-05-03,1.0,,,1156,,
Kensington and Chelsea,E09000020,Upper tier local authority,2020-05-03,1.0,,,472,,
Islington,E09000019,Upper tier local authority,2020-05-03,1.0,,,423,,
Hounslow,E09000018,Upper tier local authority,2020-05-03,2.0,,,676,,
Havering,E09000016,Upper tier local authority,2020-05-03,1.0,,,659,,
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-05-03,1.0,,,627,,
Hackney,E09000012,Upper tier local authority,2020-05-03,1.0,,,614,,
Ealing,E09000009,Upper tier local authority,2020-05-03,1.0,,,1101,,
Croydon,E09000008,Upper tier local authority,2020-05-03,2.0,,,1420,,
Bromley,E09000006,Upper tier local authority,2020-05-03,1.0,,,1108,,
Brent,E09000005,Upper tier local authority,2020-05-03,2.0,,,1387,,
Bexley,E09000004,Upper tier local authority,2020-05-03,1.0,,,641,,
Barnet,E09000003,Upper tier local authority,2020-05-03,1.0,,,1224,,
Barking and Dagenham,E09000002,Upper tier local authority,2020-05-03,1.0,,,461,,
Gateshead,E08000037,Upper tier local authority,2020-05-03,5.0,,,882,,
Wakefield,E08000036,Upper tier local authority,2020-05-03,6.0,,,572,,
Leeds,E08000035,Upper tier local authority,2020-05-03,5.0,,,1513,,
Kirklees,E08000034,Upper tier local authority,2020-05-03,5.0,,,617,,
Bradford,E08000032,Upper tier local authority,2020-05-03,18.0,,,994,,
Wolverhampton,E08000031,Upper tier local authority,2020-05-03,4.0,,,887,,
Sandwell,E08000028,Upper tier local authority,2020-05-03,2.0,,,1050,,
Dudley,E08000027,Upper tier local authority,2020-05-03,1.0,,,843,,
Coventry,E08000026,Upper tier local authority,2020-05-03,1.0,,,709,,
Birmingham,E08000025,Upper tier local authority,2020-05-03,1.0,,,2954,,
Sunderland,E08000024,Upper tier local authority,2020-05-03,6.0,,,1219,,
South Tyneside,E08000023,Upper tier local authority,2020-05-03,7.0,,,609,,
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-05-03,1.0,,,945,,
Sheffield,E08000019,Upper tier local authority,2020-05-03,8.0,,,2238,,
Rotherham,E08000018,Upper tier local authority,2020-05-03,8.0,,,760,,
Doncaster,E08000017,Upper tier local authority,2020-05-03,6.0,,,522,,
Barnsley,E08000016,Upper tier local authority,2020-05-03,10.0,,,701,,
Wirral,E08000015,Upper tier local authority,2020-05-03,3.0,,,1056,,
Sefton,E08000014,Upper tier local authority,2020-05-03,2.0,,,841,,
Liverpool,E08000012,Upper tier local authority,2020-05-03,6.0,,,1483,,
Knowsley,E08000011,Upper tier local authority,2020-05-03,1.0,,,583,,
Wigan,E08000010,Upper tier local authority,2020-05-03,2.0,,,818,,
Trafford,E08000009,Upper tier local authority,2020-05-03,1.0,,,637,,
Stockport,E08000007,Upper tier local authority,2020-05-03,2.0,,,896,,
Salford,E08000006,Upper tier local authority,2020-05-03,1.0,,,758,,
Rochdale,E08000005,Upper tier local authority,2020-05-03,1.0,,,557,,
Oldham,E08000004,Upper tier local authority,2020-05-03,3.0,,,798,,
Manchester,E08000003,Upper tier local authority,2020-05-03,2.0,,,1192,,
Northumberland,E06000057,Upper tier local authority,2020-05-03,3.0,,,813,,
Wiltshire,E06000054,Upper tier local authority,2020-05-03,1.0,,,465,,
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-05-03,9.0,,,519,,
Shropshire,E06000051,Upper tier local authority,2020-05-03,9.0,,,548,,
Cheshire West and Chester,E06000050,Upper tier local authority,2020-05-03,1.0,,,868,,
Cheshire East,E06000049,Upper tier local authority,2020-05-03,3.0,,,936,,
County Durham,E06000047,Upper tier local authority,2020-05-03,7.0,,,1549,,
Isle of Wight,E06000046,Upper tier local authority,2020-05-03,1.0,,,144,,
Southampton,E06000045,Upper tier local authority,2020-05-03,7.0,,,502,,
Portsmouth,E06000044,Upper tier local authority,2020-05-03,1.0,,,296,,
Peterborough,E06000031,Upper tier local authority,2020-05-03,2.0,,,265,,
Torbay,E06000027,Upper tier local authority,2020-05-03,3.0,,,209,,
Plymouth,E06000026,Upper tier local authority,2020-05-03,6.0,,,303,,
South Gloucestershire,E06000025,Upper tier local authority,2020-05-03,1.0,,,358,,
"Bristol, City of",E06000023,Upper tier local authority,2020-05-03,1.0,,,634,,
Stoke-on-Trent,E06000021,Upper tier local authority,2020-05-03,7.0,,,529,,
Telford and Wrekin,E06000020,Upper tier local authority,2020-05-03,4.0,,,289,,
"Herefordshire, County of",E06000019,Upper tier local authority,2020-05-03,2.0,,,323,,
Leicester,E06000016,Upper tier local authority,2020-05-03,1.0,,,696,,
Derby,E06000015,Upper tier local authority,2020-05-03,3.0,,,508,,
York,E06000014,Upper tier local authority,2020-05-03,10.0,,,329,,
North Lincolnshire,E06000013,Upper tier local authority,2020-05-03,8.0,,,406,,
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-05-03,4.0,,,658,,
Blackpool,E06000009,Upper tier local authority,2020-05-03,3.0,,,478,,
Halton,E06000006,Upper tier local authority,2020-05-03,1.0,,,333,,
Redcar and Cleveland,E06000003,Upper tier local authority,2020-05-03,3.0,,,333,,
Middlesbrough,E06000002,Upper tier local authority,2020-05-03,3.0,,,588,,
Hartlepool,E06000001,Upper tier local authority,2020-05-03,1.0,,,210,,
England,E92000001,Nation,2020-05-02,940.0,478.0,462.0,127703,126277.0,1426.0
South West,E12000009,Region,2020-05-02,56.0,,,6609,,
South East,E12000008,Region,2020-05-02,153.0,,,17945,,
London,E12000007,Region,2020-05-02,103.0,,,25210,,
East of England,E12000006,Region,2020-05-02,54.0,,,11200,,
West Midlands,E12000005,Region,2020-05-02,170.0,,,13966,,
East Midlands,E12000004,Region,2020-05-02,34.0,,,7183,,
Yorkshire and The Humber,E12000003,Region,2020-05-02,100.0,,,11164,,
North West,E12000002,Region,2020-05-02,165.0,,,20726,,
North East,E12000001,Region,2020-05-02,68.0,,,8282,,
Worcestershire,E10000034,Upper tier local authority,2020-05-02,14.0,,,1200,,
West Sussex,E10000032,Upper tier local authority,2020-05-02,7.0,,,1185,,
Warwickshire,E10000031,Upper tier local authority,2020-05-02,20.0,,,1239,,
Surrey,E10000030,Upper tier local authority,2020-05-02,8.0,,,2647,,
Suffolk,E10000029,Upper tier local authority,2020-05-02,2.0,,,1136,,
Staffordshire,E10000028,Upper tier local authority,2020-05-02,30.0,,,1830,,
Somerset,E10000027,Upper tier local authority,2020-05-02,8.0,,,537,,
Oxfordshire,E10000025,Upper tier local authority,2020-05-02,13.0,,,1630,,
Nottinghamshire,E10000024,Upper tier local authority,2020-05-02,6.0,,,1162,,
North Yorkshire,E10000023,Upper tier local authority,2020-05-02,17.0,,,1039,,
Northamptonshire,E10000021,Upper tier local authority,2020-05-02,1.0,,,1063,,
Norfolk,E10000020,Upper tier local authority,2020-05-02,27.0,,,1672,,
Lincolnshire,E10000019,Upper tier local authority,2020-05-02,9.0,,,881,,
Leicestershire,E10000018,Upper tier local authority,2020-05-02,7.0,,,979,,
Lancashire,E10000017,Upper tier local authority,2020-05-02,19.0,,,2957,,
Kent,E10000016,Upper tier local authority,2020-05-02,55.0,,,3535,,
Hertfordshire,E10000015,Upper tier local authority,2020-05-02,5.0,,,2411,,
Hampshire,E10000014,Upper tier local authority,2020-05-02,18.0,,,2899,,
Gloucestershire,E10000013,Upper tier local authority,2020-05-02,6.0,,,1261,,
Essex,E10000012,Upper tier local authority,2020-05-02,9.0,,,2692,,
East Sussex,E10000011,Upper tier local authority,2020-05-02,8.0,,,603,,
Devon,E10000008,Upper tier local authority,2020-05-02,4.0,,,737,,
Derbyshire,E10000007,Upper tier local authority,2020-05-02,1.0,,,1334,,
Cumbria,E10000006,Upper tier local authority,2020-05-02,5.0,,,2003,,
Cambridgeshire,E10000003,Upper tier local authority,2020-05-02,7.0,,,825,,
Buckinghamshire,E10000002,Upper tier local authority,2020-05-02,6.0,,,857,,
Westminster,E09000033,Upper tier local authority,2020-05-02,3.0,,,629,,
Wandsworth,E09000032,Upper tier local authority,2020-05-02,1.0,,,942,,
Tower Hamlets,E09000030,Upper tier local authority,2020-05-02,2.0,,,605,,
Sutton,E09000029,Upper tier local authority,2020-05-02,11.0,,,693,,
Southwark,E09000028,Upper tier local authority,2020-05-02,2.0,,,1216,,
Redbridge,E09000026,Upper tier local authority,2020-05-02,2.0,,,695,,
Newham,E09000025,Upper tier local authority,2020-05-02,1.0,,,956,,
Lewisham,E09000023,Upper tier local authority,2020-05-02,4.0,,,936,,
Kingston upon Thames,E09000021,Upper tier local authority,2020-05-02,3.0,,,472,,
Kensington and Chelsea,E09000020,Upper tier local authority,2020-05-02,2.0,,,471,,
Islington,E09000019,Upper tier local authority,2020-05-02,1.0,,,422,,
Hounslow,E09000018,Upper tier local authority,2020-05-02,3.0,,,674,,
Hillingdon,E09000017,Upper tier local authority,2020-05-02,3.0,,,737,,
Havering,E09000016,Upper tier local authority,2020-05-02,3.0,,,658,,
Harrow,E09000015,Upper tier local authority,2020-05-02,5.0,,,951,,
Haringey,E09000014,Upper tier local authority,2020-05-02,2.0,,,555,,
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-05-02,1.0,,,626,,
Hackney,E09000012,Upper tier local authority,2020-05-02,2.0,,,613,,
Greenwich,E09000011,Upper tier local authority,2020-05-02,3.0,,,652,,
Enfield,E09000010,Upper tier local authority,2020-05-02,3.0,,,844,,
Ealing,E09000009,Upper tier local authority,2020-05-02,15.0,,,1100,,
Croydon,E09000008,Upper tier local authority,2020-05-02,7.0,,,1418,,
Camden,E09000007,Upper tier local authority,2020-05-02,1.0,,,587,,
Bromley,E09000006,Upper tier local authority,2020-05-02,11.0,,,1107,,
Brent,E09000005,Upper tier local authority,2020-05-02,4.0,,,1385,,
Bexley,E09000004,Upper tier local authority,2020-05-02,3.0,,,640,,
Barnet,E09000003,Upper tier local authority,2020-05-02,4.0,,,1223,,
Barking and Dagenham,E09000002,Upper tier local authority,2020-05-02,1.0,,,460,,
Gateshead,E08000037,Upper tier local authority,2020-05-02,5.0,,,877,,
Wakefield,E08000036,Upper tier local authority,2020-05-02,9.0,,,566,,
Leeds,E08000035,Upper tier local authority,2020-05-02,22.0,,,1508,,
Kirklees,E08000034,Upper tier local authority,2020-05-02,5.0,,,612,,
Calderdale,E08000033,Upper tier local authority,2020-05-02,1.0,,,257,,
Bradford,E08000032,Upper tier local authority,2020-05-02,18.0,,,976,,
Wolverhampton,E08000031,Upper tier local authority,2020-05-02,1.0,,,883,,
Walsall,E08000030,Upper tier local authority,2020-05-02,1.0,,,1010,,
Solihull,E08000029,Upper tier local authority,2020-05-02,2.0,,,586,,
Sandwell,E08000028,Upper tier local authority,2020-05-02,7.0,,,1048,,
Dudley,E08000027,Upper tier local authority,2020-05-02,25.0,,,842,,
Coventry,E08000026,Upper tier local authority,2020-05-02,14.0,,,708,,
Birmingham,E08000025,Upper tier local authority,2020-05-02,16.0,,,2953,,
Sunderland,E08000024,Upper tier local authority,2020-05-02,7.0,,,1213,,
South Tyneside,E08000023,Upper tier local authority,2020-05-02,5.0,,,602,,
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-05-02,4.0,,,944,,
Sheffield,E08000019,Upper tier local authority,2020-05-02,5.0,,,2230,,
Rotherham,E08000018,Upper tier local authority,2020-05-02,3.0,,,752,,
Doncaster,E08000017,Upper tier local authority,2020-05-02,2.0,,,516,,
Barnsley,E08000016,Upper tier local authority,2020-05-02,3.0,,,691,,
Wirral,E08000015,Upper tier local authority,2020-05-02,11.0,,,1053,,
Sefton,E08000014,Upper tier local authority,2020-05-02,5.0,,,839,,
St. Helens,E08000013,Upper tier local authority,2020-05-02,2.0,,,678,,
Liverpool,E08000012,Upper tier local authority,2020-05-02,10.0,,,1477,,
Knowsley,E08000011,Upper tier local authority,2020-05-02,3.0,,,582,,
Wigan,E08000010,Upper tier local authority,2020-05-02,11.0,,,816,,
Trafford,E08000009,Upper tier local authority,2020-05-02,7.0,,,636,,
Tameside,E08000008,Upper tier local authority,2020-05-02,1.0,,,489,,
Stockport,E08000007,Upper tier local authority,2020-05-02,8.0,,,894,,
Salford,E08000006,Upper tier local authority,2020-05-02,9.0,,,757,,
Rochdale,E08000005,Upper tier local authority,2020-05-02,4.0,,,556,,
Oldham,E08000004,Upper tier local authority,2020-05-02,12.0,,,795,,
Manchester,E08000003,Upper tier local authority,2020-05-02,13.0,,,1190,,
Bury,E08000002,Upper tier local authority,2020-05-02,4.0,,,577,,
Bolton,E08000001,Upper tier local authority,2020-05-02,5.0,,,833,,
Dorset,E06000059,Upper tier local authority,2020-05-02,4.0,,,329,,
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-05-02,1.0,,,420,,
Northumberland,E06000057,Upper tier local authority,2020-05-02,1.0,,,810,,
