Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Previously reported daily cases,Change in daily cases,Cumulative lab-confirmed cases,Previously reported cumulative cases,Change in cumulative cases
Westminster,E09000033,Upper tier local authority,2020-04-27,0.0,,,585,,
Wandsworth,E09000032,Upper tier local authority,2020-04-27,0.0,,,898,,
Waltham Forest,E09000031,Upper tier local authority,2020-04-27,2.0,,,711,,
Tower Hamlets,E09000030,Upper tier local authority,2020-04-27,0.0,,,593,,
Sutton,E09000029,Upper tier local authority,2020-04-27,0.0,,,653,,
Southwark,E09000028,Upper tier local authority,2020-04-27,0.0,,,1163,,
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-27,0.0,,,357,,
Redbridge,E09000026,Upper tier local authority,2020-04-27,0.0,,,654,,
Newham,E09000025,Upper tier local authority,2020-04-27,1.0,,,936,,
Merton,E09000024,Upper tier local authority,2020-04-27,0.0,,,633,,
Lewisham,E09000023,Upper tier local authority,2020-04-27,1.0,,,896,,
Lambeth,E09000022,Upper tier local authority,2020-04-27,0.0,,,1114,,
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-27,0.0,,,429,,
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-27,0.0,,,454,,
Islington,E09000019,Upper tier local authority,2020-04-27,0.0,,,401,,
Hounslow,E09000018,Upper tier local authority,2020-04-27,0.0,,,632,,
Hillingdon,E09000017,Upper tier local authority,2020-04-27,0.0,,,707,,
Havering,E09000016,Upper tier local authority,2020-04-27,0.0,,,620,,
Harrow,E09000015,Upper tier local authority,2020-04-27,0.0,,,884,,
Haringey,E09000014,Upper tier local authority,2020-04-27,0.0,,,534,,
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-27,0.0,,,602,,
Hackney,E09000012,Upper tier local authority,2020-04-27,0.0,,,597,,
Greenwich,E09000011,Upper tier local authority,2020-04-27,1.0,,,619,,
Enfield,E09000010,Upper tier local authority,2020-04-27,0.0,,,822,,
Ealing,E09000009,Upper tier local authority,2020-04-27,0.0,,,1025,,
Croydon,E09000008,Upper tier local authority,2020-04-27,0.0,,,1325,,
Camden,E09000007,Upper tier local authority,2020-04-27,0.0,,,564,,
Bromley,E09000006,Upper tier local authority,2020-04-27,0.0,,,1016,,
Brent,E09000005,Upper tier local authority,2020-04-27,0.0,,,1328,,
Bexley,E09000004,Upper tier local authority,2020-04-27,1.0,,,596,,
Barnet,E09000003,Upper tier local authority,2020-04-27,0.0,,,1170,,
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-27,0.0,,,445,,
City of London,E09000001,Upper tier local authority,2020-04-27,0.0,,,16,,
Gateshead,E08000037,Upper tier local authority,2020-04-27,0.0,,,752,,
Wakefield,E08000036,Upper tier local authority,2020-04-27,0.0,,,487,,
Leeds,E08000035,Upper tier local authority,2020-04-27,1.0,,,1308,,
Kirklees,E08000034,Upper tier local authority,2020-04-27,5.0,,,532,,
Calderdale,E08000033,Upper tier local authority,2020-04-27,2.0,,,231,,
Bradford,E08000032,Upper tier local authority,2020-04-27,1.0,,,795,,
Wolverhampton,E08000031,Upper tier local authority,2020-04-27,0.0,,,765,,
Walsall,E08000030,Upper tier local authority,2020-04-27,0.0,,,888,,
Solihull,E08000029,Upper tier local authority,2020-04-27,0.0,,,543,,
Sandwell,E08000028,Upper tier local authority,2020-04-27,0.0,,,926,,
Dudley,E08000027,Upper tier local authority,2020-04-27,0.0,,,717,,
Coventry,E08000026,Upper tier local authority,2020-04-27,0.0,,,636,,
Birmingham,E08000025,Upper tier local authority,2020-04-27,0.0,,,2733,,
Sunderland,E08000024,Upper tier local authority,2020-04-27,0.0,,,1098,,
South Tyneside,E08000023,Upper tier local authority,2020-04-27,0.0,,,501,,
North Tyneside,E08000022,Upper tier local authority,2020-04-27,0.0,,,450,,
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-27,0.0,,,843,,
Sheffield,E08000019,Upper tier local authority,2020-04-27,23.0,,,2009,,
Rotherham,E08000018,Upper tier local authority,2020-04-27,11.0,,,655,,
Doncaster,E08000017,Upper tier local authority,2020-04-27,0.0,,,411,,
Barnsley,E08000016,Upper tier local authority,2020-04-27,5.0,,,590,,
Wirral,E08000015,Upper tier local authority,2020-04-27,0.0,,,960,,
Sefton,E08000014,Upper tier local authority,2020-04-27,0.0,,,761,,
St. Helens,E08000013,Upper tier local authority,2020-04-27,1.0,,,616,,
Liverpool,E08000012,Upper tier local authority,2020-04-27,0.0,,,1345,,
Knowsley,E08000011,Upper tier local authority,2020-04-27,0.0,,,511,,
Wigan,E08000010,Upper tier local authority,2020-04-27,0.0,,,595,,
Trafford,E08000009,Upper tier local authority,2020-04-27,0.0,,,565,,
Tameside,E08000008,Upper tier local authority,2020-04-27,0.0,,,440,,
Stockport,E08000007,Upper tier local authority,2020-04-27,0.0,,,780,,
Salford,E08000006,Upper tier local authority,2020-04-27,0.0,,,567,,
Rochdale,E08000005,Upper tier local authority,2020-04-27,0.0,,,414,,
Oldham,E08000004,Upper tier local authority,2020-04-27,0.0,,,576,,
Manchester,E08000003,Upper tier local authority,2020-04-27,0.0,,,1033,,
Bury,E08000002,Upper tier local authority,2020-04-27,0.0,,,429,,
Bolton,E08000001,Upper tier local authority,2020-04-27,0.0,,,717,,
Dorset,E06000059,Upper tier local authority,2020-04-27,0.0,,,300,,
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-27,0.0,,,397,,
Northumberland,E06000057,Upper tier local authority,2020-04-27,0.0,,,729,,
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-27,0.0,,,456,,
Bedford,E06000055,Upper tier local authority,2020-04-27,0.0,,,424,,
Wiltshire,E06000054,Upper tier local authority,2020-04-27,0.0,,,403,,
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-27,0.0,,,473,,
Shropshire,E06000051,Upper tier local authority,2020-04-27,0.0,,,462,,
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-27,0.0,,,743,,
Cheshire East,E06000049,Upper tier local authority,2020-04-27,1.0,,,812,,
County Durham,E06000047,Upper tier local authority,2020-04-27,0.0,,,1256,,
Isle of Wight,E06000046,Upper tier local authority,2020-04-27,1.0,,,104,,
Southampton,E06000045,Upper tier local authority,2020-04-27,1.0,,,443,,
Portsmouth,E06000044,Upper tier local authority,2020-04-27,0.0,,,275,,
Brighton and Hove,E06000043,Upper tier local authority,2020-04-27,0.0,,,346,,
Milton Keynes,E06000042,Upper tier local authority,2020-04-27,0.0,,,441,,
Wokingham,E06000041,Upper tier local authority,2020-04-27,0.0,,,357,,
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-27,0.0,,,233,,
Slough,E06000039,Upper tier local authority,2020-04-27,0.0,,,365,,
Reading,E06000038,Upper tier local authority,2020-04-27,0.0,,,448,,
West Berkshire,E06000037,Upper tier local authority,2020-04-27,0.0,,,303,,
Bracknell Forest,E06000036,Upper tier local authority,2020-04-27,0.0,,,201,,
Medway,E06000035,Upper tier local authority,2020-04-27,0.0,,,592,,
Thurrock,E06000034,Upper tier local authority,2020-04-27,0.0,,,269,,
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-27,0.0,,,288,,
Luton,E06000032,Upper tier local authority,2020-04-27,0.0,,,571,,
Peterborough,E06000031,Upper tier local authority,2020-04-27,0.0,,,216,,
Swindon,E06000030,Upper tier local authority,2020-04-27,0.0,,,348,,
Torbay,E06000027,Upper tier local authority,2020-04-27,0.0,,,199,,
Plymouth,E06000026,Upper tier local authority,2020-04-27,0.0,,,273,,
South Gloucestershire,E06000025,Upper tier local authority,2020-04-27,1.0,,,336,,
North Somerset,E06000024,Upper tier local authority,2020-04-27,0.0,,,211,,
"Bristol, City of",E06000023,Upper tier local authority,2020-04-27,2.0,,,584,,
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-27,0.0,,,203,,
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-27,7.0,,,423,,
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-27,0.0,,,242,,
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-27,0.0,,,259,,
Nottingham,E06000018,Upper tier local authority,2020-04-27,0.0,,,488,,
Rutland,E06000017,Upper tier local authority,2020-04-27,0.0,,,20,,
Leicester,E06000016,Upper tier local authority,2020-04-27,4.0,,,620,,
Derby,E06000015,Upper tier local authority,2020-04-27,0.0,,,456,,
York,E06000014,Upper tier local authority,2020-04-27,1.0,,,258,,
North Lincolnshire,E06000013,Upper tier local authority,2020-04-27,0.0,,,322,,
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-27,0.0,,,129,,
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-27,1.0,,,512,,
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-27,0.0,,,396,,
Blackpool,E06000009,Upper tier local authority,2020-04-27,0.0,,,388,,
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-27,0.0,,,293,,
Warrington,E06000007,Upper tier local authority,2020-04-27,0.0,,,575,,
Halton,E06000006,Upper tier local authority,2020-04-27,1.0,,,308,,
Darlington,E06000005,Upper tier local authority,2020-04-27,0.0,,,244,,
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-27,0.0,,,330,,
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-27,1.0,,,297,,
Middlesbrough,E06000002,Upper tier local authority,2020-04-27,1.0,,,509,,
Hartlepool,E06000001,Upper tier local authority,2020-04-27,0.0,,,165,,
England,E92000001,Nation,2020-04-26,509.0,92.0,417.0,114353,112467.0,1886.0
South West,E12000009,Region,2020-04-26,44.0,,,5982,,
South East,E12000008,Region,2020-04-26,62.0,,,16316,,
London,E12000007,Region,2020-04-26,33.0,,,23973,,
East of England,E12000006,Region,2020-04-26,26.0,,,9906,,
West Midlands,E12000005,Region,2020-04-26,57.0,,,12379,,
East Midlands,E12000004,Region,2020-04-26,32.0,,,6403,,
Yorkshire and The Humber,E12000003,Region,2020-04-26,127.0,,,9444,,
North West,E12000002,Region,2020-04-26,73.0,,,17820,,
North East,E12000001,Region,2020-04-26,36.0,,,7172,,
West Sussex,E10000032,Upper tier local authority,2020-04-26,4.0,,,1061,,
Suffolk,E10000029,Upper tier local authority,2020-04-26,1.0,,,987,,
Staffordshire,E10000028,Upper tier local authority,2020-04-26,16.0,,,1630,,
Somerset,E10000027,Upper tier local authority,2020-04-26,4.0,,,462,,
Oxfordshire,E10000025,Upper tier local authority,2020-04-26,7.0,,,1489,,
Nottinghamshire,E10000024,Upper tier local authority,2020-04-26,4.0,,,1022,,
North Yorkshire,E10000023,Upper tier local authority,2020-04-26,18.0,,,859,,
Northamptonshire,E10000021,Upper tier local authority,2020-04-26,7.0,,,1005,,
Norfolk,E10000020,Upper tier local authority,2020-04-26,5.0,,,1386,,
Lincolnshire,E10000019,Upper tier local authority,2020-04-26,9.0,,,804,,
Leicestershire,E10000018,Upper tier local authority,2020-04-26,5.0,,,873,,
Lancashire,E10000017,Upper tier local authority,2020-04-26,3.0,,,2634,,
Kent,E10000016,Upper tier local authority,2020-04-26,5.0,,,3243,,
Hertfordshire,E10000015,Upper tier local authority,2020-04-26,5.0,,,2182,,
Hampshire,E10000014,Upper tier local authority,2020-04-26,20.0,,,2649,,
Gloucestershire,E10000013,Upper tier local authority,2020-04-26,3.0,,,1139,,
Essex,E10000012,Upper tier local authority,2020-04-26,7.0,,,2424,,
East Sussex,E10000011,Upper tier local authority,2020-04-26,14.0,,,522,,
Devon,E10000008,Upper tier local authority,2020-04-26,6.0,,,657,,
Derbyshire,E10000007,Upper tier local authority,2020-04-26,7.0,,,1119,,
Cumbria,E10000006,Upper tier local authority,2020-04-26,8.0,,,1761,,
Cambridgeshire,E10000003,Upper tier local authority,2020-04-26,2.0,,,703,,
Buckinghamshire,E10000002,Upper tier local authority,2020-04-26,2.0,,,784,,
Wandsworth,E09000032,Upper tier local authority,2020-04-26,1.0,,,898,,
Waltham Forest,E09000031,Upper tier local authority,2020-04-26,3.0,,,709,,
Tower Hamlets,E09000030,Upper tier local authority,2020-04-26,3.0,,,593,,
Southwark,E09000028,Upper tier local authority,2020-04-26,1.0,,,1163,,
Newham,E09000025,Upper tier local authority,2020-04-26,2.0,,,935,,
Lewisham,E09000023,Upper tier local authority,2020-04-26,2.0,,,895,,
Lambeth,E09000022,Upper tier local authority,2020-04-26,1.0,,,1114,,
Hillingdon,E09000017,Upper tier local authority,2020-04-26,2.0,,,707,,
Harrow,E09000015,Upper tier local authority,2020-04-26,5.0,,,884,,
Hackney,E09000012,Upper tier local authority,2020-04-26,1.0,,,597,,
Greenwich,E09000011,Upper tier local authority,2020-04-26,3.0,,,618,,
Enfield,E09000010,Upper tier local authority,2020-04-26,2.0,,,822,,
Ealing,E09000009,Upper tier local authority,2020-04-26,1.0,,,1025,,
Bromley,E09000006,Upper tier local authority,2020-04-26,1.0,,,1016,,
Brent,E09000005,Upper tier local authority,2020-04-26,1.0,,,1328,,
Bexley,E09000004,Upper tier local authority,2020-04-26,2.0,,,595,,
Barnet,E09000003,Upper tier local authority,2020-04-26,2.0,,,1170,,
Gateshead,E08000037,Upper tier local authority,2020-04-26,2.0,,,752,,
Wakefield,E08000036,Upper tier local authority,2020-04-26,2.0,,,487,,
Leeds,E08000035,Upper tier local authority,2020-04-26,12.0,,,1307,,
Kirklees,E08000034,Upper tier local authority,2020-04-26,3.0,,,527,,
Calderdale,E08000033,Upper tier local authority,2020-04-26,4.0,,,229,,
Bradford,E08000032,Upper tier local authority,2020-04-26,18.0,,,794,,
Wolverhampton,E08000031,Upper tier local authority,2020-04-26,5.0,,,765,,
Walsall,E08000030,Upper tier local authority,2020-04-26,2.0,,,888,,
Sandwell,E08000028,Upper tier local authority,2020-04-26,2.0,,,926,,
Dudley,E08000027,Upper tier local authority,2020-04-26,3.0,,,717,,
Birmingham,E08000025,Upper tier local authority,2020-04-26,2.0,,,2733,,
Sunderland,E08000024,Upper tier local authority,2020-04-26,6.0,,,1098,,
South Tyneside,E08000023,Upper tier local authority,2020-04-26,5.0,,,501,,
North Tyneside,E08000022,Upper tier local authority,2020-04-26,2.0,,,450,,
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-26,1.0,,,843,,
Sheffield,E08000019,Upper tier local authority,2020-04-26,25.0,,,1986,,
Rotherham,E08000018,Upper tier local authority,2020-04-26,16.0,,,644,,
Doncaster,E08000017,Upper tier local authority,2020-04-26,2.0,,,411,,
Barnsley,E08000016,Upper tier local authority,2020-04-26,7.0,,,585,,
Wirral,E08000015,Upper tier local authority,2020-04-26,3.0,,,960,,
Sefton,E08000014,Upper tier local authority,2020-04-26,2.0,,,761,,
St. Helens,E08000013,Upper tier local authority,2020-04-26,1.0,,,615,,
Liverpool,E08000012,Upper tier local authority,2020-04-26,3.0,,,1345,,
Wigan,E08000010,Upper tier local authority,2020-04-26,6.0,,,595,,
Trafford,E08000009,Upper tier local authority,2020-04-26,4.0,,,565,,
Tameside,E08000008,Upper tier local authority,2020-04-26,4.0,,,440,,
Stockport,E08000007,Upper tier local authority,2020-04-26,1.0,,,780,,
Oldham,E08000004,Upper tier local authority,2020-04-26,4.0,,,576,,
Manchester,E08000003,Upper tier local authority,2020-04-26,9.0,,,1033,,
Bury,E08000002,Upper tier local authority,2020-04-26,3.0,,,429,,
Dorset,E06000059,Upper tier local authority,2020-04-26,1.0,,,300,,
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-26,2.0,,,397,,
Northumberland,E06000057,Upper tier local authority,2020-04-26,3.0,,,729,,
Wiltshire,E06000054,Upper tier local authority,2020-04-26,7.0,,,403,,
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-26,7.0,,,473,,
Shropshire,E06000051,Upper tier local authority,2020-04-26,8.0,,,462,,
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-26,5.0,,,743,,
Cheshire East,E06000049,Upper tier local authority,2020-04-26,12.0,,,811,,
County Durham,E06000047,Upper tier local authority,2020-04-26,9.0,,,1256,,
Southampton,E06000045,Upper tier local authority,2020-04-26,3.0,,,442,,
Portsmouth,E06000044,Upper tier local authority,2020-04-26,5.0,,,275,,
Milton Keynes,E06000042,Upper tier local authority,2020-04-26,1.0,,,441,,
Medway,E06000035,Upper tier local authority,2020-04-26,1.0,,,592,,
Thurrock,E06000034,Upper tier local authority,2020-04-26,1.0,,,269,,
Peterborough,E06000031,Upper tier local authority,2020-04-26,5.0,,,216,,
Swindon,E06000030,Upper tier local authority,2020-04-26,3.0,,,348,,
Plymouth,E06000026,Upper tier local authority,2020-04-26,3.0,,,273,,
South Gloucestershire,E06000025,Upper tier local authority,2020-04-26,1.0,,,335,,
North Somerset,E06000024,Upper tier local authority,2020-04-26,1.0,,,211,,
"Bristol, City of",E06000023,Upper tier local authority,2020-04-26,4.0,,,582,,
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-26,2.0,,,203,,
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-26,8.0,,,416,,
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-26,2.0,,,242,,
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-26,9.0,,,259,,
York,E06000014,Upper tier local authority,2020-04-26,7.0,,,257,,
North Lincolnshire,E06000013,Upper tier local authority,2020-04-26,8.0,,,322,,
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-26,5.0,,,511,,
Warrington,E06000007,Upper tier local authority,2020-04-26,5.0,,,575,,
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-26,1.0,,,330,,
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-26,2.0,,,296,,
Middlesbrough,E06000002,Upper tier local authority,2020-04-26,5.0,,,508,,
England,E92000001,Nation,2020-04-25,1297.0,591.0,706.0,113844,112375.0,1469.0
South West,E12000009,Region,2020-04-25,89.0,,,5938,,
South East,E12000008,Region,2020-04-25,156.0,,,16254,,
London,E12000007,Region,2020-04-25,129.0,,,23940,,
East of England,E12000006,Region,2020-04-25,142.0,,,9880,,
West Midlands,E12000005,Region,2020-04-25,159.0,,,12322,,
East Midlands,E12000004,Region,2020-04-25,66.0,,,6371,,
Yorkshire and The Humber,E12000003,Region,2020-04-25,143.0,,,9317,,
North West,E12000002,Region,2020-04-25,245.0,,,17747,,
North East,E12000001,Region,2020-04-25,112.0,,,7136,,
Worcestershire,E10000034,Upper tier local authority,2020-04-25,3.0,,,1072,,
West Sussex,E10000032,Upper tier local authority,2020-04-25,13.0,,,1057,,
Warwickshire,E10000031,Upper tier local authority,2020-04-25,23.0,,,1090,,
Surrey,E10000030,Upper tier local authority,2020-04-25,12.0,,,2462,,
Suffolk,E10000029,Upper tier local authority,2020-04-25,21.0,,,986,,
Staffordshire,E10000028,Upper tier local authority,2020-04-25,25.0,,,1614,,
Somerset,E10000027,Upper tier local authority,2020-04-25,9.0,,,458,,
Oxfordshire,E10000025,Upper tier local authority,2020-04-25,21.0,,,1482,,
Nottinghamshire,E10000024,Upper tier local authority,2020-04-25,5.0,,,1018,,
North Yorkshire,E10000023,Upper tier local authority,2020-04-25,18.0,,,841,,
Northamptonshire,E10000021,Upper tier local authority,2020-04-25,1.0,,,998,,
Norfolk,E10000020,Upper tier local authority,2020-04-25,28.0,,,1381,,
Lincolnshire,E10000019,Upper tier local authority,2020-04-25,13.0,,,795,,
Leicestershire,E10000018,Upper tier local authority,2020-04-25,16.0,,,868,,
Lancashire,E10000017,Upper tier local authority,2020-04-25,34.0,,,2631,,
Kent,E10000016,Upper tier local authority,2020-04-25,14.0,,,3238,,
Hertfordshire,E10000015,Upper tier local authority,2020-04-25,19.0,,,2177,,
Hampshire,E10000014,Upper tier local authority,2020-04-25,37.0,,,2629,,
Gloucestershire,E10000013,Upper tier local authority,2020-04-25,13.0,,,1136,,
Essex,E10000012,Upper tier local authority,2020-04-25,56.0,,,2417,,
East Sussex,E10000011,Upper tier local authority,2020-04-25,5.0,,,508,,
Devon,E10000008,Upper tier local authority,2020-04-25,7.0,,,651,,
Derbyshire,E10000007,Upper tier local authority,2020-04-25,13.0,,,1112,,
Cumbria,E10000006,Upper tier local authority,2020-04-25,20.0,,,1753,,
Cambridgeshire,E10000003,Upper tier local authority,2020-04-25,7.0,,,701,,
Buckinghamshire,E10000002,Upper tier local authority,2020-04-25,16.0,,,782,,
Westminster,E09000033,Upper tier local authority,2020-04-25,2.0,,,585,,
Wandsworth,E09000032,Upper tier local authority,2020-04-25,3.0,,,897,,
Waltham Forest,E09000031,Upper tier local authority,2020-04-25,6.0,,,706,,
Tower Hamlets,E09000030,Upper tier local authority,2020-04-25,4.0,,,590,,
Southwark,E09000028,Upper tier local authority,2020-04-25,2.0,,,1162,,
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-25,1.0,,,357,,
Redbridge,E09000026,Upper tier local authority,2020-04-25,3.0,,,654,,
Newham,E09000025,Upper tier local authority,2020-04-25,5.0,,,933,,
Lewisham,E09000023,Upper tier local authority,2020-04-25,7.0,,,893,,
Lambeth,E09000022,Upper tier local authority,2020-04-25,4.0,,,1113,,
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-25,3.0,,,454,,
Hounslow,E09000018,Upper tier local authority,2020-04-25,5.0,,,632,,
Hillingdon,E09000017,Upper tier local authority,2020-04-25,1.0,,,705,,
Havering,E09000016,Upper tier local authority,2020-04-25,4.0,,,620,,
Harrow,E09000015,Upper tier local authority,2020-04-25,11.0,,,879,,
Haringey,E09000014,Upper tier local authority,2020-04-25,4.0,,,534,,
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-25,2.0,,,602,,
Hackney,E09000012,Upper tier local authority,2020-04-25,1.0,,,596,,
Greenwich,E09000011,Upper tier local authority,2020-04-25,1.0,,,615,,
Enfield,E09000010,Upper tier local authority,2020-04-25,18.0,,,820,,
Ealing,E09000009,Upper tier local authority,2020-04-25,8.0,,,1024,,
Croydon,E09000008,Upper tier local authority,2020-04-25,2.0,,,1325,,
Camden,E09000007,Upper tier local authority,2020-04-25,3.0,,,564,,
Bromley,E09000006,Upper tier local authority,2020-04-25,7.0,,,1015,,
Brent,E09000005,Upper tier local authority,2020-04-25,7.0,,,1327,,
Bexley,E09000004,Upper tier local authority,2020-04-25,7.0,,,593,,
Barnet,E09000003,Upper tier local authority,2020-04-25,6.0,,,1168,,
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-25,2.0,,,445,,
Gateshead,E08000037,Upper tier local authority,2020-04-25,7.0,,,750,,
Wakefield,E08000036,Upper tier local authority,2020-04-25,6.0,,,485,,
Leeds,E08000035,Upper tier local authority,2020-04-25,23.0,,,1295,,
Kirklees,E08000034,Upper tier local authority,2020-04-25,5.0,,,524,,
Calderdale,E08000033,Upper tier local authority,2020-04-25,2.0,,,225,,
Bradford,E08000032,Upper tier local authority,2020-04-25,27.0,,,776,,
Wolverhampton,E08000031,Upper tier local authority,2020-04-25,17.0,,,760,,
Walsall,E08000030,Upper tier local authority,2020-04-25,6.0,,,886,,
Solihull,E08000029,Upper tier local authority,2020-04-25,2.0,,,543,,
Sandwell,E08000028,Upper tier local authority,2020-04-25,12.0,,,924,,
Dudley,E08000027,Upper tier local authority,2020-04-25,21.0,,,714,,
Coventry,E08000026,Upper tier local authority,2020-04-25,4.0,,,636,,
Birmingham,E08000025,Upper tier local authority,2020-04-25,14.0,,,2731,,
Sunderland,E08000024,Upper tier local authority,2020-04-25,16.0,,,1092,,
South Tyneside,E08000023,Upper tier local authority,2020-04-25,12.0,,,496,,
North Tyneside,E08000022,Upper tier local authority,2020-04-25,2.0,,,448,,
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-25,11.0,,,842,,
Sheffield,E08000019,Upper tier local authority,2020-04-25,8.0,,,1961,,
Rotherham,E08000018,Upper tier local authority,2020-04-25,7.0,,,628,,
Barnsley,E08000016,Upper tier local authority,2020-04-25,8.0,,,578,,
Wirral,E08000015,Upper tier local authority,2020-04-25,9.0,,,957,,
Sefton,E08000014,Upper tier local authority,2020-04-25,11.0,,,759,,
St. Helens,E08000013,Upper tier local authority,2020-04-25,11.0,,,614,,
Liverpool,E08000012,Upper tier local authority,2020-04-25,22.0,,,1342,,
Knowsley,E08000011,Upper tier local authority,2020-04-25,8.0,,,511,,
Wigan,E08000010,Upper tier local authority,2020-04-25,4.0,,,589,,
Trafford,E08000009,Upper tier local authority,2020-04-25,9.0,,,561,,
Tameside,E08000008,Upper tier local authority,2020-04-25,5.0,,,436,,
Stockport,E08000007,Upper tier local authority,2020-04-25,14.0,,,779,,
Salford,E08000006,Upper tier local authority,2020-04-25,8.0,,,567,,
Rochdale,E08000005,Upper tier local authority,2020-04-25,3.0,,,414,,
Oldham,E08000004,Upper tier local authority,2020-04-25,7.0,,,572,,
Manchester,E08000003,Upper tier local authority,2020-04-25,12.0,,,1024,,
Bury,E08000002,Upper tier local authority,2020-04-25,5.0,,,426,,
Bolton,E08000001,Upper tier local authority,2020-04-25,4.0,,,717,,
