Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Previously reported daily cases,Change in daily cases,Cumulative lab-confirmed cases,Previously reported cumulative cases,Change in cumulative cases
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-30,0.0,,,440,,
Blackpool,E06000009,Upper tier local authority,2020-04-30,0.0,,,445,,
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-30,0.0,,,309,,
Warrington,E06000007,Upper tier local authority,2020-04-30,0.0,,,603,,
Halton,E06000006,Upper tier local authority,2020-04-30,1.0,,,317,,
Darlington,E06000005,Upper tier local authority,2020-04-30,0.0,,,281,,
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-30,0.0,,,355,,
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-30,0.0,,,317,,
Middlesbrough,E06000002,Upper tier local authority,2020-04-30,2.0,,,554,,
Hartlepool,E06000001,Upper tier local authority,2020-04-30,0.0,,,192,,
England,E92000001,Nation,2020-04-29,792.0,86.0,706.0,120529,118343.0,2186.0
South West,E12000009,Region,2020-04-29,70.0,,,6304,,
South East,E12000008,Region,2020-04-29,75.0,,,17085,,
London,E12000007,Region,2020-04-29,54.0,,,24474,,
East of England,E12000006,Region,2020-04-29,31.0,,,10507,,
West Midlands,E12000005,Region,2020-04-29,68.0,,,13156,,
East Midlands,E12000004,Region,2020-04-29,76.0,,,6873,,
Yorkshire and The Humber,E12000003,Region,2020-04-29,97.0,,,10235,,
North West,E12000002,Region,2020-04-29,119.0,,,18937,,
North East,E12000001,Region,2020-04-29,169.0,,,7792,,
Worcestershire,E10000034,Upper tier local authority,2020-04-29,1.0,,,1139,,
West Sussex,E10000032,Upper tier local authority,2020-04-29,2.0,,,1126,,
Suffolk,E10000029,Upper tier local authority,2020-04-29,6.0,,,1046,,
Staffordshire,E10000028,Upper tier local authority,2020-04-29,17.0,,,1729,,
Somerset,E10000027,Upper tier local authority,2020-04-29,5.0,,,492,,
Oxfordshire,E10000025,Upper tier local authority,2020-04-29,2.0,,,1552,,
Nottinghamshire,E10000024,Upper tier local authority,2020-04-29,25.0,,,1117,,
North Yorkshire,E10000023,Upper tier local authority,2020-04-29,6.0,,,932,,
Northamptonshire,E10000021,Upper tier local authority,2020-04-29,5.0,,,1036,,
Norfolk,E10000020,Upper tier local authority,2020-04-29,9.0,,,1520,,
Leicestershire,E10000018,Upper tier local authority,2020-04-29,7.0,,,926,,
Lancashire,E10000017,Upper tier local authority,2020-04-29,3.0,,,2773,,
Kent,E10000016,Upper tier local authority,2020-04-29,10.0,,,3356,,
Hertfordshire,E10000015,Upper tier local authority,2020-04-29,11.0,,,2270,,
Hampshire,E10000014,Upper tier local authority,2020-04-29,29.0,,,2779,,
Gloucestershire,E10000013,Upper tier local authority,2020-04-29,14.0,,,1214,,
Essex,E10000012,Upper tier local authority,2020-04-29,4.0,,,2540,,
East Sussex,E10000011,Upper tier local authority,2020-04-29,10.0,,,577,,
Devon,E10000008,Upper tier local authority,2020-04-29,13.0,,,701,,
Derbyshire,E10000007,Upper tier local authority,2020-04-29,18.0,,,1269,,
Cumbria,E10000006,Upper tier local authority,2020-04-29,55.0,,,1888,,
Cambridgeshire,E10000003,Upper tier local authority,2020-04-29,1.0,,,753,,
Westminster,E09000033,Upper tier local authority,2020-04-29,1.0,,,596,,
Wandsworth,E09000032,Upper tier local authority,2020-04-29,1.0,,,917,,
Waltham Forest,E09000031,Upper tier local authority,2020-04-29,3.0,,,721,,
Tower Hamlets,E09000030,Upper tier local authority,2020-04-29,1.0,,,598,,
Sutton,E09000029,Upper tier local authority,2020-04-29,1.0,,,666,,
Southwark,E09000028,Upper tier local authority,2020-04-29,5.0,,,1186,,
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-29,1.0,,,364,,
Redbridge,E09000026,Upper tier local authority,2020-04-29,2.0,,,672,,
Newham,E09000025,Upper tier local authority,2020-04-29,4.0,,,947,,
Merton,E09000024,Upper tier local authority,2020-04-29,1.0,,,650,,
Lewisham,E09000023,Upper tier local authority,2020-04-29,1.0,,,918,,
Hounslow,E09000018,Upper tier local authority,2020-04-29,5.0,,,645,,
Hillingdon,E09000017,Upper tier local authority,2020-04-29,1.0,,,722,,
Havering,E09000016,Upper tier local authority,2020-04-29,1.0,,,633,,
Harrow,E09000015,Upper tier local authority,2020-04-29,2.0,,,909,,
Haringey,E09000014,Upper tier local authority,2020-04-29,1.0,,,546,,
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-29,1.0,,,608,,
Hackney,E09000012,Upper tier local authority,2020-04-29,3.0,,,604,,
Enfield,E09000010,Upper tier local authority,2020-04-29,3.0,,,831,,
Ealing,E09000009,Upper tier local authority,2020-04-29,5.0,,,1052,,
Camden,E09000007,Upper tier local authority,2020-04-29,1.0,,,571,,
Bromley,E09000006,Upper tier local authority,2020-04-29,3.0,,,1047,,
Brent,E09000005,Upper tier local authority,2020-04-29,2.0,,,1344,,
Barnet,E09000003,Upper tier local authority,2020-04-29,4.0,,,1193,,
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-29,1.0,,,453,,
Gateshead,E08000037,Upper tier local authority,2020-04-29,36.0,,,832,,
Leeds,E08000035,Upper tier local authority,2020-04-29,2.0,,,1394,,
Kirklees,E08000034,Upper tier local authority,2020-04-29,5.0,,,561,,
Calderdale,E08000033,Upper tier local authority,2020-04-29,1.0,,,240,,
Bradford,E08000032,Upper tier local authority,2020-04-29,15.0,,,864,,
Wolverhampton,E08000031,Upper tier local authority,2020-04-29,4.0,,,812,,
Walsall,E08000030,Upper tier local authority,2020-04-29,1.0,,,957,,
Solihull,E08000029,Upper tier local authority,2020-04-29,1.0,,,569,,
Sandwell,E08000028,Upper tier local authority,2020-04-29,11.0,,,1004,,
Dudley,E08000027,Upper tier local authority,2020-04-29,14.0,,,754,,
Birmingham,E08000025,Upper tier local authority,2020-04-29,8.0,,,2844,,
Sunderland,E08000024,Upper tier local authority,2020-04-29,23.0,,,1159,,
South Tyneside,E08000023,Upper tier local authority,2020-04-29,11.0,,,559,,
North Tyneside,E08000022,Upper tier local authority,2020-04-29,7.0,,,468,,
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-29,11.0,,,900,,
Sheffield,E08000019,Upper tier local authority,2020-04-29,21.0,,,2121,,
Rotherham,E08000018,Upper tier local authority,2020-04-29,16.0,,,705,,
Doncaster,E08000017,Upper tier local authority,2020-04-29,8.0,,,470,,
Barnsley,E08000016,Upper tier local authority,2020-04-29,9.0,,,637,,
Wirral,E08000015,Upper tier local authority,2020-04-29,2.0,,,1002,,
Sefton,E08000014,Upper tier local authority,2020-04-29,6.0,,,800,,
St. Helens,E08000013,Upper tier local authority,2020-04-29,1.0,,,644,,
Liverpool,E08000012,Upper tier local authority,2020-04-29,6.0,,,1403,,
Wigan,E08000010,Upper tier local authority,2020-04-29,1.0,,,670,,
Trafford,E08000009,Upper tier local authority,2020-04-29,4.0,,,591,,
Stockport,E08000007,Upper tier local authority,2020-04-29,4.0,,,815,,
Rochdale,E08000005,Upper tier local authority,2020-04-29,2.0,,,456,,
Oldham,E08000004,Upper tier local authority,2020-04-29,2.0,,,622,,
Manchester,E08000003,Upper tier local authority,2020-04-29,6.0,,,1092,,
Bury,E08000002,Upper tier local authority,2020-04-29,1.0,,,483,,
Bolton,E08000001,Upper tier local authority,2020-04-29,2.0,,,763,,
Dorset,E06000059,Upper tier local authority,2020-04-29,1.0,,,308,,
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-29,1.0,,,406,,
Northumberland,E06000057,Upper tier local authority,2020-04-29,16.0,,,772,,
Wiltshire,E06000054,Upper tier local authority,2020-04-29,9.0,,,434,,
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-29,10.0,,,496,,
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-29,2.0,,,800,,
Cheshire East,E06000049,Upper tier local authority,2020-04-29,15.0,,,867,,
County Durham,E06000047,Upper tier local authority,2020-04-29,48.0,,,1405,,
Isle of Wight,E06000046,Upper tier local authority,2020-04-29,7.0,,,122,,
Southampton,E06000045,Upper tier local authority,2020-04-29,10.0,,,469,,
Brighton and Hove,E06000043,Upper tier local authority,2020-04-29,2.0,,,373,,
Slough,E06000039,Upper tier local authority,2020-04-29,1.0,,,382,,
West Berkshire,E06000037,Upper tier local authority,2020-04-29,1.0,,,316,,
Medway,E06000035,Upper tier local authority,2020-04-29,1.0,,,620,,
Swindon,E06000030,Upper tier local authority,2020-04-29,5.0,,,367,,
Plymouth,E06000026,Upper tier local authority,2020-04-29,3.0,,,287,,
South Gloucestershire,E06000025,Upper tier local authority,2020-04-29,1.0,,,344,,
North Somerset,E06000024,Upper tier local authority,2020-04-29,3.0,,,234,,
"Bristol, City of",E06000023,Upper tier local authority,2020-04-29,4.0,,,608,,
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-29,1.0,,,211,,
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-29,9.0,,,466,,
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-29,2.0,,,302,,
Nottingham,E06000018,Upper tier local authority,2020-04-29,6.0,,,518,,
Leicester,E06000016,Upper tier local authority,2020-04-29,5.0,,,664,,
Derby,E06000015,Upper tier local authority,2020-04-29,10.0,,,489,,
York,E06000014,Upper tier local authority,2020-04-29,3.0,,,282,,
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-29,6.0,,,583,,
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-29,5.0,,,440,,
Blackpool,E06000009,Upper tier local authority,2020-04-29,4.0,,,445,,
Warrington,E06000007,Upper tier local authority,2020-04-29,1.0,,,603,,
Halton,E06000006,Upper tier local authority,2020-04-29,2.0,,,316,,
Darlington,E06000005,Upper tier local authority,2020-04-29,8.0,,,281,,
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-29,2.0,,,355,,
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-29,4.0,,,317,,
Middlesbrough,E06000002,Upper tier local authority,2020-04-29,1.0,,,552,,
Hartlepool,E06000001,Upper tier local authority,2020-04-29,2.0,,,192,,
England,E92000001,Nation,2020-04-28,1690.0,769.0,921.0,119737,118257.0,1480.0
South West,E12000009,Region,2020-04-28,99.0,,,6234,,
South East,E12000008,Region,2020-04-28,235.0,,,17010,,
London,E12000007,Region,2020-04-28,148.0,,,24420,,
East of England,E12000006,Region,2020-04-28,134.0,,,10476,,
West Midlands,E12000005,Region,2020-04-28,235.0,,,13088,,
East Midlands,E12000004,Region,2020-04-28,105.0,,,6797,,
Yorkshire and The Humber,E12000003,Region,2020-04-28,151.0,,,10138,,
North West,E12000002,Region,2020-04-28,314.0,,,18818,,
North East,E12000001,Region,2020-04-28,204.0,,,7623,,
Worcestershire,E10000034,Upper tier local authority,2020-04-28,13.0,,,1138,,
West Sussex,E10000032,Upper tier local authority,2020-04-28,27.0,,,1124,,
Warwickshire,E10000031,Upper tier local authority,2020-04-28,22.0,,,1164,,
Surrey,E10000030,Upper tier local authority,2020-04-28,23.0,,,2559,,
Suffolk,E10000029,Upper tier local authority,2020-04-28,6.0,,,1040,,
Staffordshire,E10000028,Upper tier local authority,2020-04-28,35.0,,,1712,,
Somerset,E10000027,Upper tier local authority,2020-04-28,10.0,,,487,,
Oxfordshire,E10000025,Upper tier local authority,2020-04-28,14.0,,,1550,,
Nottinghamshire,E10000024,Upper tier local authority,2020-04-28,21.0,,,1092,,
North Yorkshire,E10000023,Upper tier local authority,2020-04-28,22.0,,,926,,
Northamptonshire,E10000021,Upper tier local authority,2020-04-28,10.0,,,1031,,
Norfolk,E10000020,Upper tier local authority,2020-04-28,55.0,,,1511,,
Lincolnshire,E10000019,Upper tier local authority,2020-04-28,15.0,,,834,,
Leicestershire,E10000018,Upper tier local authority,2020-04-28,25.0,,,919,,
Lancashire,E10000017,Upper tier local authority,2020-04-28,40.0,,,2770,,
Kent,E10000016,Upper tier local authority,2020-04-28,38.0,,,3346,,
Hertfordshire,E10000015,Upper tier local authority,2020-04-28,21.0,,,2259,,
Hampshire,E10000014,Upper tier local authority,2020-04-28,45.0,,,2750,,
Gloucestershire,E10000013,Upper tier local authority,2020-04-28,20.0,,,1200,,
Essex,E10000012,Upper tier local authority,2020-04-28,17.0,,,2536,,
East Sussex,E10000011,Upper tier local authority,2020-04-28,21.0,,,567,,
Devon,E10000008,Upper tier local authority,2020-04-28,6.0,,,688,,
Derbyshire,E10000007,Upper tier local authority,2020-04-28,4.0,,,1251,,
Cumbria,E10000006,Upper tier local authority,2020-04-28,18.0,,,1833,,
Cambridgeshire,E10000003,Upper tier local authority,2020-04-28,17.0,,,752,,
Buckinghamshire,E10000002,Upper tier local authority,2020-04-28,7.0,,,816,,
Westminster,E09000033,Upper tier local authority,2020-04-28,3.0,,,595,,
Wandsworth,E09000032,Upper tier local authority,2020-04-28,6.0,,,916,,
Waltham Forest,E09000031,Upper tier local authority,2020-04-28,2.0,,,718,,
Sutton,E09000029,Upper tier local authority,2020-04-28,1.0,,,665,,
Southwark,E09000028,Upper tier local authority,2020-04-28,4.0,,,1181,,
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-28,2.0,,,363,,
Redbridge,E09000026,Upper tier local authority,2020-04-28,7.0,,,670,,
Newham,E09000025,Upper tier local authority,2020-04-28,2.0,,,943,,
Merton,E09000024,Upper tier local authority,2020-04-28,5.0,,,649,,
Lewisham,E09000023,Upper tier local authority,2020-04-28,11.0,,,917,,
Lambeth,E09000022,Upper tier local authority,2020-04-28,8.0,,,1131,,
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-28,1.0,,,444,,
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-28,2.0,,,461,,
Islington,E09000019,Upper tier local authority,2020-04-28,1.0,,,410,,
Hounslow,E09000018,Upper tier local authority,2020-04-28,3.0,,,640,,
Hillingdon,E09000017,Upper tier local authority,2020-04-28,4.0,,,721,,
Havering,E09000016,Upper tier local authority,2020-04-28,2.0,,,632,,
Harrow,E09000015,Upper tier local authority,2020-04-28,8.0,,,907,,
Haringey,E09000014,Upper tier local authority,2020-04-28,2.0,,,545,,
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-28,1.0,,,607,,
Hackney,E09000012,Upper tier local authority,2020-04-28,1.0,,,601,,
Greenwich,E09000011,Upper tier local authority,2020-04-28,4.0,,,627,,
Enfield,E09000010,Upper tier local authority,2020-04-28,2.0,,,828,,
Ealing,E09000009,Upper tier local authority,2020-04-28,10.0,,,1047,,
Croydon,E09000008,Upper tier local authority,2020-04-28,17.0,,,1379,,
Camden,E09000007,Upper tier local authority,2020-04-28,2.0,,,570,,
Bromley,E09000006,Upper tier local authority,2020-04-28,11.0,,,1044,,
Brent,E09000005,Upper tier local authority,2020-04-28,9.0,,,1342,,
Bexley,E09000004,Upper tier local authority,2020-04-28,6.0,,,613,,
Barnet,E09000003,Upper tier local authority,2020-04-28,10.0,,,1189,,
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-28,1.0,,,452,,
Gateshead,E08000037,Upper tier local authority,2020-04-28,24.0,,,796,,
Wakefield,E08000036,Upper tier local authority,2020-04-28,8.0,,,521,,
Leeds,E08000035,Upper tier local authority,2020-04-28,29.0,,,1392,,
Kirklees,E08000034,Upper tier local authority,2020-04-28,8.0,,,556,,
Calderdale,E08000033,Upper tier local authority,2020-04-28,6.0,,,239,,
Bradford,E08000032,Upper tier local authority,2020-04-28,22.0,,,849,,
Wolverhampton,E08000031,Upper tier local authority,2020-04-28,8.0,,,808,,
Walsall,E08000030,Upper tier local authority,2020-04-28,8.0,,,956,,
Solihull,E08000029,Upper tier local authority,2020-04-28,5.0,,,568,,
Sandwell,E08000028,Upper tier local authority,2020-04-28,34.0,,,993,,
Dudley,E08000027,Upper tier local authority,2020-04-28,18.0,,,740,,
Coventry,E08000026,Upper tier local authority,2020-04-28,4.0,,,657,,
Birmingham,E08000025,Upper tier local authority,2020-04-28,26.0,,,2836,,
Sunderland,E08000024,Upper tier local authority,2020-04-28,21.0,,,1136,,
South Tyneside,E08000023,Upper tier local authority,2020-04-28,20.0,,,548,,
North Tyneside,E08000022,Upper tier local authority,2020-04-28,3.0,,,461,,
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-28,23.0,,,889,,
Sheffield,E08000019,Upper tier local authority,2020-04-28,1.0,,,2100,,
