Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Previously reported daily cases,Change in daily cases,Cumulative lab-confirmed cases,Previously reported cumulative cases,Change in cumulative cases
England,E92000001,Nation,2020-04-29,86.0,0.0,86.0,118343,115859.0,2484.0
South West,E12000009,Region,2020-04-29,0.0,,,6177,,
South East,E12000008,Region,2020-04-29,11.0,,,16831,,
London,E12000007,Region,2020-04-29,0.0,,,24297,,
East of England,E12000006,Region,2020-04-29,4.0,,,10274,,
West Midlands,E12000005,Region,2020-04-29,7.0,,,12868,,
East Midlands,E12000004,Region,2020-04-29,14.0,,,6747,,
Yorkshire and The Humber,E12000003,Region,2020-04-29,22.0,,,10010,,
North West,E12000002,Region,2020-04-29,6.0,,,18523,,
North East,E12000001,Region,2020-04-29,21.0,,,7552,,
Worcestershire,E10000034,Upper tier local authority,2020-04-29,0.0,,,1107,,
West Sussex,E10000032,Upper tier local authority,2020-04-29,0.0,,,1100,,
Warwickshire,E10000031,Upper tier local authority,2020-04-29,0.0,,,1141,,
Surrey,E10000030,Upper tier local authority,2020-04-29,0.0,,,2530,,
Suffolk,E10000029,Upper tier local authority,2020-04-29,0.0,,,1027,,
Staffordshire,E10000028,Upper tier local authority,2020-04-29,5.0,,,1697,,
Somerset,E10000027,Upper tier local authority,2020-04-29,0.0,,,482,,
Oxfordshire,E10000025,Upper tier local authority,2020-04-29,0.0,,,1540,,
Nottinghamshire,E10000024,Upper tier local authority,2020-04-29,3.0,,,1089,,
North Yorkshire,E10000023,Upper tier local authority,2020-04-29,0.0,,,908,,
Northamptonshire,E10000021,Upper tier local authority,2020-04-29,0.0,,,1019,,
Norfolk,E10000020,Upper tier local authority,2020-04-29,1.0,,,1481,,
Lincolnshire,E10000019,Upper tier local authority,2020-04-29,0.0,,,828,,
Leicestershire,E10000018,Upper tier local authority,2020-04-29,3.0,,,906,,
Lancashire,E10000017,Upper tier local authority,2020-04-29,0.0,,,2736,,
Kent,E10000016,Upper tier local authority,2020-04-29,0.0,,,3331,,
Hertfordshire,E10000015,Upper tier local authority,2020-04-29,3.0,,,2243,,
Hampshire,E10000014,Upper tier local authority,2020-04-29,5.0,,,2734,,
Gloucestershire,E10000013,Upper tier local authority,2020-04-29,0.0,,,1181,,
Essex,E10000012,Upper tier local authority,2020-04-29,0.0,,,2506,,
East Sussex,E10000011,Upper tier local authority,2020-04-29,5.0,,,570,,
Devon,E10000008,Upper tier local authority,2020-04-29,0.0,,,686,,
Derbyshire,E10000007,Upper tier local authority,2020-04-29,2.0,,,1243,,
Cumbria,E10000006,Upper tier local authority,2020-04-29,0.0,,,1819,,
Cambridgeshire,E10000003,Upper tier local authority,2020-04-29,0.0,,,722,,
Buckinghamshire,E10000002,Upper tier local authority,2020-04-29,0.0,,,801,,
Westminster,E09000033,Upper tier local authority,2020-04-29,0.0,,,592,,
Wandsworth,E09000032,Upper tier local authority,2020-04-29,0.0,,,909,,
Waltham Forest,E09000031,Upper tier local authority,2020-04-29,0.0,,,718,,
Tower Hamlets,E09000030,Upper tier local authority,2020-04-29,0.0,,,597,,
Sutton,E09000029,Upper tier local authority,2020-04-29,0.0,,,662,,
Southwark,E09000028,Upper tier local authority,2020-04-29,0.0,,,1179,,
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-29,0.0,,,361,,
Redbridge,E09000026,Upper tier local authority,2020-04-29,0.0,,,667,,
Newham,E09000025,Upper tier local authority,2020-04-29,0.0,,,943,,
Merton,E09000024,Upper tier local authority,2020-04-29,0.0,,,641,,
Lewisham,E09000023,Upper tier local authority,2020-04-29,0.0,,,904,,
Lambeth,E09000022,Upper tier local authority,2020-04-29,0.0,,,1124,,
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-29,0.0,,,443,,
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-29,0.0,,,459,,
Islington,E09000019,Upper tier local authority,2020-04-29,0.0,,,409,,
Hounslow,E09000018,Upper tier local authority,2020-04-29,0.0,,,637,,
Hillingdon,E09000017,Upper tier local authority,2020-04-29,0.0,,,717,,
Havering,E09000016,Upper tier local authority,2020-04-29,0.0,,,631,,
Harrow,E09000015,Upper tier local authority,2020-04-29,0.0,,,903,,
Haringey,E09000014,Upper tier local authority,2020-04-29,0.0,,,543,,
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-29,0.0,,,605,,
Hackney,E09000012,Upper tier local authority,2020-04-29,0.0,,,600,,
Greenwich,E09000011,Upper tier local authority,2020-04-29,0.0,,,623,,
Enfield,E09000010,Upper tier local authority,2020-04-29,0.0,,,827,,
Ealing,E09000009,Upper tier local authority,2020-04-29,0.0,,,1044,,
Croydon,E09000008,Upper tier local authority,2020-04-29,0.0,,,1358,,
Camden,E09000007,Upper tier local authority,2020-04-29,0.0,,,569,,
Bromley,E09000006,Upper tier local authority,2020-04-29,0.0,,,1036,,
Brent,E09000005,Upper tier local authority,2020-04-29,0.0,,,1338,,
Bexley,E09000004,Upper tier local authority,2020-04-29,0.0,,,608,,
Barnet,E09000003,Upper tier local authority,2020-04-29,0.0,,,1184,,
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-29,0.0,,,450,,
City of London,E09000001,Upper tier local authority,2020-04-29,0.0,,,16,,
Gateshead,E08000037,Upper tier local authority,2020-04-29,12.0,,,800,,
Wakefield,E08000036,Upper tier local authority,2020-04-29,0.0,,,512,,
Leeds,E08000035,Upper tier local authority,2020-04-29,0.0,,,1367,,
Kirklees,E08000034,Upper tier local authority,2020-04-29,3.0,,,551,,
Calderdale,E08000033,Upper tier local authority,2020-04-29,1.0,,,238,,
Bradford,E08000032,Upper tier local authority,2020-04-29,2.0,,,849,,
Wolverhampton,E08000031,Upper tier local authority,2020-04-29,0.0,,,797,,
Walsall,E08000030,Upper tier local authority,2020-04-29,0.0,,,934,,
Solihull,E08000029,Upper tier local authority,2020-04-29,0.0,,,556,,
Sandwell,E08000028,Upper tier local authority,2020-04-29,0.0,,,957,,
Dudley,E08000027,Upper tier local authority,2020-04-29,0.0,,,734,,
Coventry,E08000026,Upper tier local authority,2020-04-29,0.0,,,654,,
Birmingham,E08000025,Upper tier local authority,2020-04-29,0.0,,,2801,,
Sunderland,E08000024,Upper tier local authority,2020-04-29,4.0,,,1138,,
South Tyneside,E08000023,Upper tier local authority,2020-04-29,2.0,,,538,,
North Tyneside,E08000022,Upper tier local authority,2020-04-29,0.0,,,460,,
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-29,1.0,,,884,,
Sheffield,E08000019,Upper tier local authority,2020-04-29,12.0,,,2093,,
Rotherham,E08000018,Upper tier local authority,2020-04-29,2.0,,,680,,
Doncaster,E08000017,Upper tier local authority,2020-04-29,0.0,,,440,,
Barnsley,E08000016,Upper tier local authority,2020-04-29,2.0,,,622,,
Wirral,E08000015,Upper tier local authority,2020-04-29,0.0,,,990,,
Sefton,E08000014,Upper tier local authority,2020-04-29,0.0,,,789,,
St. Helens,E08000013,Upper tier local authority,2020-04-29,0.0,,,634,,
Liverpool,E08000012,Upper tier local authority,2020-04-29,0.0,,,1392,,
Knowsley,E08000011,Upper tier local authority,2020-04-29,0.0,,,532,,
Wigan,E08000010,Upper tier local authority,2020-04-29,0.0,,,642,,
Trafford,E08000009,Upper tier local authority,2020-04-29,1.0,,,584,,
Tameside,E08000008,Upper tier local authority,2020-04-29,0.0,,,451,,
Stockport,E08000007,Upper tier local authority,2020-04-29,2.0,,,808,,
Salford,E08000006,Upper tier local authority,2020-04-29,0.0,,,595,,
Rochdale,E08000005,Upper tier local authority,2020-04-29,0.0,,,434,,
Oldham,E08000004,Upper tier local authority,2020-04-29,0.0,,,594,,
Manchester,E08000003,Upper tier local authority,2020-04-29,0.0,,,1060,,
Bury,E08000002,Upper tier local authority,2020-04-29,0.0,,,457,,
Bolton,E08000001,Upper tier local authority,2020-04-29,0.0,,,739,,
Dorset,E06000059,Upper tier local authority,2020-04-29,0.0,,,304,,
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-29,0.0,,,404,,
Northumberland,E06000057,Upper tier local authority,2020-04-29,0.0,,,748,,
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-29,0.0,,,471,,
Bedford,E06000055,Upper tier local authority,2020-04-29,0.0,,,436,,
Wiltshire,E06000054,Upper tier local authority,2020-04-29,0.0,,,415,,
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-29,0.0,,,485,,
Shropshire,E06000051,Upper tier local authority,2020-04-29,0.0,,,479,,
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-29,0.0,,,777,,
Cheshire East,E06000049,Upper tier local authority,2020-04-29,2.0,,,851,,
County Durham,E06000047,Upper tier local authority,2020-04-29,1.0,,,1340,,
Isle of Wight,E06000046,Upper tier local authority,2020-04-29,0.0,,,107,,
Southampton,E06000045,Upper tier local authority,2020-04-29,0.0,,,454,,
Portsmouth,E06000044,Upper tier local authority,2020-04-29,0.0,,,284,,
Brighton and Hove,E06000043,Upper tier local authority,2020-04-29,0.0,,,355,,
Milton Keynes,E06000042,Upper tier local authority,2020-04-29,0.0,,,448,,
Wokingham,E06000041,Upper tier local authority,2020-04-29,0.0,,,362,,
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-29,0.0,,,245,,
Slough,E06000039,Upper tier local authority,2020-04-29,0.0,,,376,,
Reading,E06000038,Upper tier local authority,2020-04-29,0.0,,,460,,
West Berkshire,E06000037,Upper tier local authority,2020-04-29,1.0,,,315,,
Bracknell Forest,E06000036,Upper tier local authority,2020-04-29,0.0,,,209,,
Medway,E06000035,Upper tier local authority,2020-04-29,0.0,,,610,,
Thurrock,E06000034,Upper tier local authority,2020-04-29,0.0,,,275,,
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-29,0.0,,,294,,
Luton,E06000032,Upper tier local authority,2020-04-29,0.0,,,595,,
Peterborough,E06000031,Upper tier local authority,2020-04-29,0.0,,,224,,
Swindon,E06000030,Upper tier local authority,2020-04-29,0.0,,,361,,
Torbay,E06000027,Upper tier local authority,2020-04-29,0.0,,,202,,
Plymouth,E06000026,Upper tier local authority,2020-04-29,0.0,,,278,,
South Gloucestershire,E06000025,Upper tier local authority,2020-04-29,0.0,,,341,,
North Somerset,E06000024,Upper tier local authority,2020-04-29,0.0,,,231,,
"Bristol, City of",E06000023,Upper tier local authority,2020-04-29,0.0,,,601,,
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-29,0.0,,,206,,
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-29,2.0,,,459,,
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-29,0.0,,,254,,
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-29,0.0,,,298,,
Nottingham,E06000018,Upper tier local authority,2020-04-29,6.0,,,518,,
Rutland,E06000017,Upper tier local authority,2020-04-29,0.0,,,20,,
Leicester,E06000016,Upper tier local authority,2020-04-29,0.0,,,648,,
Derby,E06000015,Upper tier local authority,2020-04-29,0.0,,,476,,
York,E06000014,Upper tier local authority,2020-04-29,0.0,,,271,,
North Lincolnshire,E06000013,Upper tier local authority,2020-04-29,0.0,,,350,,
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-29,0.0,,,134,,
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-29,0.0,,,567,,
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-29,0.0,,,428,,
Blackpool,E06000009,Upper tier local authority,2020-04-29,1.0,,,427,,
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-29,0.0,,,306,,
Warrington,E06000007,Upper tier local authority,2020-04-29,0.0,,,594,,
Halton,E06000006,Upper tier local authority,2020-04-29,0.0,,,312,,
Darlington,E06000005,Upper tier local authority,2020-04-29,0.0,,,269,,
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-29,0.0,,,343,,
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-29,0.0,,,311,,
Middlesbrough,E06000002,Upper tier local authority,2020-04-29,1.0,,,541,,
Hartlepool,E06000001,Upper tier local authority,2020-04-29,0.0,,,180,,
England,E92000001,Nation,2020-04-28,769.0,54.0,715.0,118257,115859.0,2398.0
South West,E12000009,Region,2020-04-28,71.0,,,6177,,
South East,E12000008,Region,2020-04-28,88.0,,,16820,,
London,E12000007,Region,2020-04-28,48.0,,,24297,,
East of England,E12000006,Region,2020-04-28,48.0,,,10270,,
West Midlands,E12000005,Region,2020-04-28,75.0,,,12861,,
East Midlands,E12000004,Region,2020-04-28,93.0,,,6733,,
Yorkshire and The Humber,E12000003,Region,2020-04-28,101.0,,,9988,,
North West,E12000002,Region,2020-04-28,91.0,,,18517,,
North East,E12000001,Region,2020-04-28,135.0,,,7531,,
West Sussex,E10000032,Upper tier local authority,2020-04-28,3.0,,,1100,,
Surrey,E10000030,Upper tier local authority,2020-04-28,2.0,,,2530,,
Suffolk,E10000029,Upper tier local authority,2020-04-28,5.0,,,1027,,
Staffordshire,E10000028,Upper tier local authority,2020-04-28,23.0,,,1692,,
Somerset,E10000027,Upper tier local authority,2020-04-28,5.0,,,482,,
Oxfordshire,E10000025,Upper tier local authority,2020-04-28,5.0,,,1540,,
Nottinghamshire,E10000024,Upper tier local authority,2020-04-28,20.0,,,1086,,
North Yorkshire,E10000023,Upper tier local authority,2020-04-28,5.0,,,908,,
Norfolk,E10000020,Upper tier local authority,2020-04-28,24.0,,,1480,,
Lincolnshire,E10000019,Upper tier local authority,2020-04-28,12.0,,,828,,
Leicestershire,E10000018,Upper tier local authority,2020-04-28,10.0,,,903,,
Lancashire,E10000017,Upper tier local authority,2020-04-28,8.0,,,2736,,
Kent,E10000016,Upper tier local authority,2020-04-28,24.0,,,3331,,
Hertfordshire,E10000015,Upper tier local authority,2020-04-28,14.0,,,2240,,
Hampshire,E10000014,Upper tier local authority,2020-04-28,26.0,,,2729,,
Gloucestershire,E10000013,Upper tier local authority,2020-04-28,16.0,,,1181,,
Essex,E10000012,Upper tier local authority,2020-04-28,4.0,,,2506,,
East Sussex,E10000011,Upper tier local authority,2020-04-28,19.0,,,565,,
Devon,E10000008,Upper tier local authority,2020-04-28,3.0,,,686,,
Derbyshire,E10000007,Upper tier local authority,2020-04-28,25.0,,,1241,,
Cumbria,E10000006,Upper tier local authority,2020-04-28,6.0,,,1819,,
Cambridgeshire,E10000003,Upper tier local authority,2020-04-28,1.0,,,722,,
Westminster,E09000033,Upper tier local authority,2020-04-28,1.0,,,592,,
Waltham Forest,E09000031,Upper tier local authority,2020-04-28,2.0,,,718,,
Southwark,E09000028,Upper tier local authority,2020-04-28,2.0,,,1179,,
Redbridge,E09000026,Upper tier local authority,2020-04-28,3.0,,,667,,
Newham,E09000025,Upper tier local authority,2020-04-28,2.0,,,943,,
Lewisham,E09000023,Upper tier local authority,2020-04-28,2.0,,,904,,
Lambeth,E09000022,Upper tier local authority,2020-04-28,2.0,,,1124,,
Hounslow,E09000018,Upper tier local authority,2020-04-28,1.0,,,637,,
Hillingdon,E09000017,Upper tier local authority,2020-04-28,1.0,,,717,,
Havering,E09000016,Upper tier local authority,2020-04-28,1.0,,,631,,
Harrow,E09000015,Upper tier local authority,2020-04-28,5.0,,,903,,
Haringey,E09000014,Upper tier local authority,2020-04-28,2.0,,,543,,
Greenwich,E09000011,Upper tier local authority,2020-04-28,1.0,,,623,,
Enfield,E09000010,Upper tier local authority,2020-04-28,2.0,,,827,,
Ealing,E09000009,Upper tier local authority,2020-04-28,7.0,,,1044,,
Croydon,E09000008,Upper tier local authority,2020-04-28,3.0,,,1358,,
Camden,E09000007,Upper tier local authority,2020-04-28,1.0,,,569,,
Bromley,E09000006,Upper tier local authority,2020-04-28,1.0,,,1036,,
Brent,E09000005,Upper tier local authority,2020-04-28,4.0,,,1338,,
Barnet,E09000003,Upper tier local authority,2020-04-28,5.0,,,1184,,
Gateshead,E08000037,Upper tier local authority,2020-04-28,20.0,,,788,,
Wakefield,E08000036,Upper tier local authority,2020-04-28,1.0,,,512,,
Leeds,E08000035,Upper tier local authority,2020-04-28,8.0,,,1367,,
Kirklees,E08000034,Upper tier local authority,2020-04-28,5.0,,,548,,
Calderdale,E08000033,Upper tier local authority,2020-04-28,5.0,,,237,,
Bradford,E08000032,Upper tier local authority,2020-04-28,20.0,,,847,,
Walsall,E08000030,Upper tier local authority,2020-04-28,2.0,,,934,,
Sandwell,E08000028,Upper tier local authority,2020-04-28,2.0,,,957,,
Dudley,E08000027,Upper tier local authority,2020-04-28,11.0,,,734,,
Coventry,E08000026,Upper tier local authority,2020-04-28,1.0,,,654,,
Birmingham,E08000025,Upper tier local authority,2020-04-28,2.0,,,2801,,
Sunderland,E08000024,Upper tier local authority,2020-04-28,20.0,,,1134,,
South Tyneside,E08000023,Upper tier local authority,2020-04-28,9.0,,,536,,
North Tyneside,E08000022,Upper tier local authority,2020-04-28,2.0,,,460,,
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-28,18.0,,,883,,
Sheffield,E08000019,Upper tier local authority,2020-04-28,18.0,,,2081,,
Rotherham,E08000018,Upper tier local authority,2020-04-28,4.0,,,678,,
Doncaster,E08000017,Upper tier local authority,2020-04-28,1.0,,,440,,
Barnsley,E08000016,Upper tier local authority,2020-04-28,8.0,,,620,,
Wirral,E08000015,Upper tier local authority,2020-04-28,3.0,,,990,,
Sefton,E08000014,Upper tier local authority,2020-04-28,9.0,,,789,,
St. Helens,E08000013,Upper tier local authority,2020-04-28,3.0,,,634,,
Liverpool,E08000012,Upper tier local authority,2020-04-28,11.0,,,1392,,
Knowsley,E08000011,Upper tier local authority,2020-04-28,3.0,,,532,,
Wigan,E08000010,Upper tier local authority,2020-04-28,4.0,,,642,,
Trafford,E08000009,Upper tier local authority,2020-04-28,4.0,,,583,,
Stockport,E08000007,Upper tier local authority,2020-04-28,1.0,,,806,,
Rochdale,E08000005,Upper tier local authority,2020-04-28,2.0,,,434,,
Oldham,E08000004,Upper tier local authority,2020-04-28,3.0,,,594,,
Manchester,E08000003,Upper tier local authority,2020-04-28,5.0,,,1060,,
Bury,E08000002,Upper tier local authority,2020-04-28,3.0,,,457,,
Bolton,E08000001,Upper tier local authority,2020-04-28,2.0,,,739,,
Dorset,E06000059,Upper tier local authority,2020-04-28,1.0,,,304,,
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-28,1.0,,,404,,
Northumberland,E06000057,Upper tier local authority,2020-04-28,7.0,,,748,,
Wiltshire,E06000054,Upper tier local authority,2020-04-28,7.0,,,415,,
Shropshire,E06000051,Upper tier local authority,2020-04-28,1.0,,,479,,
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-28,7.0,,,777,,
Cheshire East,E06000049,Upper tier local authority,2020-04-28,13.0,,,849,,
County Durham,E06000047,Upper tier local authority,2020-04-28,39.0,,,1339,,
Southampton,E06000045,Upper tier local authority,2020-04-28,3.0,,,454,,
Portsmouth,E06000044,Upper tier local authority,2020-04-28,2.0,,,284,,
West Berkshire,E06000037,Upper tier local authority,2020-04-28,1.0,,,314,,
Medway,E06000035,Upper tier local authority,2020-04-28,3.0,,,610,,
Swindon,E06000030,Upper tier local authority,2020-04-28,11.0,,,361,,
Torbay,E06000027,Upper tier local authority,2020-04-28,2.0,,,202,,
Plymouth,E06000026,Upper tier local authority,2020-04-28,2.0,,,278,,
South Gloucestershire,E06000025,Upper tier local authority,2020-04-28,1.0,,,341,,
North Somerset,E06000024,Upper tier local authority,2020-04-28,11.0,,,231,,
"Bristol, City of",E06000023,Upper tier local authority,2020-04-28,9.0,,,601,,
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-28,2.0,,,206,,
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-28,24.0,,,457,,
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-28,9.0,,,298,,
Nottingham,E06000018,Upper tier local authority,2020-04-28,6.0,,,512,,
Leicester,E06000016,Upper tier local authority,2020-04-28,11.0,,,648,,
Derby,E06000015,Upper tier local authority,2020-04-28,9.0,,,476,,
York,E06000014,Upper tier local authority,2020-04-28,1.0,,,271,,
North Lincolnshire,E06000013,Upper tier local authority,2020-04-28,11.0,,,350,,
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-28,1.0,,,134,,
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-28,10.0,,,567,,
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-28,3.0,,,428,,
Blackpool,E06000009,Upper tier local authority,2020-04-28,3.0,,,426,,
Warrington,E06000007,Upper tier local authority,2020-04-28,1.0,,,594,,
Darlington,E06000005,Upper tier local authority,2020-04-28,3.0,,,269,,
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-28,7.0,,,311,,
Middlesbrough,E06000002,Upper tier local authority,2020-04-28,9.0,,,540,,
Hartlepool,E06000001,Upper tier local authority,2020-04-28,1.0,,,180,,
England,E92000001,Nation,2020-04-27,1675.0,485.0,1190.0,117488,115805.0,1683.0
South West,E12000009,Region,2020-04-27,113.0,,,6106,,
South East,E12000008,Region,2020-04-27,161.0,,,16732,,
London,E12000007,Region,2020-04-27,162.0,,,24249,,
East of England,E12000006,Region,2020-04-27,121.0,,,10222,,
West Midlands,E12000005,Region,2020-04-27,191.0,,,12786,,
East Midlands,E12000004,Region,2020-04-27,129.0,,,6640,,
Yorkshire and The Humber,E12000003,Region,2020-04-27,212.0,,,9887,,
North West,E12000002,Region,2020-04-27,351.0,,,18426,,
North East,E12000001,Region,2020-04-27,172.0,,,7396,,
Worcestershire,E10000034,Upper tier local authority,2020-04-27,3.0,,,1107,,
West Sussex,E10000032,Upper tier local authority,2020-04-27,10.0,,,1097,,
Warwickshire,E10000031,Upper tier local authority,2020-04-27,28.0,,,1141,,
Surrey,E10000030,Upper tier local authority,2020-04-27,20.0,,,2528,,
Suffolk,E10000029,Upper tier local authority,2020-04-27,12.0,,,1022,,
Staffordshire,E10000028,Upper tier local authority,2020-04-27,29.0,,,1669,,
Somerset,E10000027,Upper tier local authority,2020-04-27,14.0,,,477,,
Oxfordshire,E10000025,Upper tier local authority,2020-04-27,19.0,,,1535,,
Nottinghamshire,E10000024,Upper tier local authority,2020-04-27,32.0,,,1066,,
North Yorkshire,E10000023,Upper tier local authority,2020-04-27,33.0,,,903,,
Northamptonshire,E10000021,Upper tier local authority,2020-04-27,11.0,,,1019,,
Norfolk,E10000020,Upper tier local authority,2020-04-27,50.0,,,1456,,
Lincolnshire,E10000019,Upper tier local authority,2020-04-27,8.0,,,816,,
Leicestershire,E10000018,Upper tier local authority,2020-04-27,20.0,,,893,,
Lancashire,E10000017,Upper tier local authority,2020-04-27,40.0,,,2728,,
Kent,E10000016,Upper tier local authority,2020-04-27,11.0,,,3307,,
Hertfordshire,E10000015,Upper tier local authority,2020-04-27,18.0,,,2226,,
Hampshire,E10000014,Upper tier local authority,2020-04-27,43.0,,,2703,,
Gloucestershire,E10000013,Upper tier local authority,2020-04-27,24.0,,,1165,,
Essex,E10000012,Upper tier local authority,2020-04-27,26.0,,,2502,,
East Sussex,E10000011,Upper tier local authority,2020-04-27,3.0,,,546,,
Devon,E10000008,Upper tier local authority,2020-04-27,25.0,,,683,,
Derbyshire,E10000007,Upper tier local authority,2020-04-27,21.0,,,1216,,
Cumbria,E10000006,Upper tier local authority,2020-04-27,32.0,,,1813,,
Cambridgeshire,E10000003,Upper tier local authority,2020-04-27,4.0,,,721,,
Buckinghamshire,E10000002,Upper tier local authority,2020-04-27,9.0,,,801,,
Westminster,E09000033,Upper tier local authority,2020-04-27,4.0,,,591,,
Wandsworth,E09000032,Upper tier local authority,2020-04-27,5.0,,,909,,
Waltham Forest,E09000031,Upper tier local authority,2020-04-27,6.0,,,716,,
Tower Hamlets,E09000030,Upper tier local authority,2020-04-27,2.0,,,597,,
Southwark,E09000028,Upper tier local authority,2020-04-27,11.0,,,1177,,
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-27,3.0,,,361,,
Redbridge,E09000026,Upper tier local authority,2020-04-27,7.0,,,664,,
Newham,E09000025,Upper tier local authority,2020-04-27,4.0,,,941,,
Lewisham,E09000023,Upper tier local authority,2020-04-27,6.0,,,902,,
Lambeth,E09000022,Upper tier local authority,2020-04-27,7.0,,,1122,,
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-27,7.0,,,443,,
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-27,3.0,,,459,,
Islington,E09000019,Upper tier local authority,2020-04-27,3.0,,,409,,
Hounslow,E09000018,Upper tier local authority,2020-04-27,2.0,,,636,,
Hillingdon,E09000017,Upper tier local authority,2020-04-27,6.0,,,716,,
Havering,E09000016,Upper tier local authority,2020-04-27,8.0,,,630,,
Harrow,E09000015,Upper tier local authority,2020-04-27,13.0,,,898,,
Haringey,E09000014,Upper tier local authority,2020-04-27,3.0,,,541,,
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-27,2.0,,,605,,
Hackney,E09000012,Upper tier local authority,2020-04-27,2.0,,,600,,
Greenwich,E09000011,Upper tier local authority,2020-04-27,2.0,,,622,,
Enfield,E09000010,Upper tier local authority,2020-04-27,3.0,,,825,,
Ealing,E09000009,Upper tier local authority,2020-04-27,7.0,,,1037,,
Croydon,E09000008,Upper tier local authority,2020-04-27,15.0,,,1355,,
Camden,E09000007,Upper tier local authority,2020-04-27,1.0,,,568,,
Bromley,E09000006,Upper tier local authority,2020-04-27,12.0,,,1035,,
Brent,E09000005,Upper tier local authority,2020-04-27,4.0,,,1334,,
Bexley,E09000004,Upper tier local authority,2020-04-27,7.0,,,608,,
Barnet,E09000003,Upper tier local authority,2020-04-27,5.0,,,1179,,
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-27,2.0,,,450,,
Gateshead,E08000037,Upper tier local authority,2020-04-27,16.0,,,768,,
Wakefield,E08000036,Upper tier local authority,2020-04-27,14.0,,,511,,
Leeds,E08000035,Upper tier local authority,2020-04-27,40.0,,,1359,,
Kirklees,E08000034,Upper tier local authority,2020-04-27,13.0,,,543,,
Calderdale,E08000033,Upper tier local authority,2020-04-27,3.0,,,232,,
Bradford,E08000032,Upper tier local authority,2020-04-27,32.0,,,827,,
Wolverhampton,E08000031,Upper tier local authority,2020-04-27,22.0,,,797,,
Walsall,E08000030,Upper tier local authority,2020-04-27,13.0,,,932,,
Solihull,E08000029,Upper tier local authority,2020-04-27,3.0,,,556,,
Sandwell,E08000028,Upper tier local authority,2020-04-27,17.0,,,955,,
Dudley,E08000027,Upper tier local authority,2020-04-27,3.0,,,723,,
Coventry,E08000026,Upper tier local authority,2020-04-27,4.0,,,653,,
Birmingham,E08000025,Upper tier local authority,2020-04-27,10.0,,,2799,,
Sunderland,E08000024,Upper tier local authority,2020-04-27,15.0,,,1114,,
South Tyneside,E08000023,Upper tier local authority,2020-04-27,25.0,,,527,,
North Tyneside,E08000022,Upper tier local authority,2020-04-27,8.0,,,458,,
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-27,13.0,,,865,,
Sheffield,E08000019,Upper tier local authority,2020-04-27,10.0,,,2063,,
Rotherham,E08000018,Upper tier local authority,2020-04-27,5.0,,,674,,
Doncaster,E08000017,Upper tier local authority,2020-04-27,1.0,,,439,,
Wirral,E08000015,Upper tier local authority,2020-04-27,16.0,,,987,,
Sefton,E08000014,Upper tier local authority,2020-04-27,9.0,,,780,,
St. Helens,E08000013,Upper tier local authority,2020-04-27,15.0,,,631,,
Liverpool,E08000012,Upper tier local authority,2020-04-27,24.0,,,1381,,
Knowsley,E08000011,Upper tier local authority,2020-04-27,12.0,,,529,,
Wigan,E08000010,Upper tier local authority,2020-04-27,24.0,,,638,,
Trafford,E08000009,Upper tier local authority,2020-04-27,10.0,,,579,,
